unique_id,validity_posterior,validity_action,conformal_set,conformal_decision
9e6e1baf-e632-4b83-97cf-fad2300aa110,0.9543291426435438,auto-accept,"{valid, uncertain}",review
a4e3e6fd-88bb-48dc-a923-2a9b00221ea3,0.9543291426435438,auto-accept,"{valid, uncertain}",review
a9077716-04f1-44c5-9ad7-801c68d74978,0.9543291426435438,auto-accept,"{valid, uncertain}",review
aa07dc77-d6d2-4be0-94cb-078724248add,0.991752375419483,auto-accept,{valid},auto-accept
aee4f51b-2464-483e-90f0-a9417f4b296c,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
b49d6498-7c51-4544-9328-5e68807aee14,0.9268682095991725,auto-accept,"{valid, uncertain}",review
b54da8f5-590a-4f00-8b3c-e15a79be6faf,0.991752375419483,auto-accept,{valid},auto-accept
b94c3b56-febe-41cc-9219-3ba755fe2d4c,0.9543291426435438,auto-accept,"{valid, uncertain}",review
c1897c75-95fe-4983-92b0-a81efe22686a,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
c63d560f-2d07-44fd-96c0-a61cb41dffdd,0.9543291426435438,auto-accept,"{valid, uncertain}",review
c710d0a6-a688-4613-a8a5-3bc155f9ceb8,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
c74e2bde-3035-4d4d-a82d-2c5ccc0a350e,0.9543291426435438,auto-accept,"{valid, uncertain}",review
ce78597f-1dd1-46c3-b636-caa302b59f0b,0.991752375419483,auto-accept,{valid},auto-accept
d2726883-b75f-4292-93ad-7b88fc74e311,0.991752375419483,auto-accept,{valid},auto-accept
d5b31e2d-701b-4da2-baca-408742204772,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
d943ddb0-1cb3-4361-af96-9207da9cb6d1,0.991752375419483,auto-accept,{valid},auto-accept
dd1f9efd-01bb-4250-8c90-8bbd1b3cada2,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
e27fe48f-5ca8-4fae-a5bf-d70058262e21,0.9543291426435438,auto-accept,"{valid, uncertain}",review
e3db1d5d-d94f-4e2e-a86e-39810ef3b6b5,0.991752375419483,auto-accept,{valid},auto-accept
e668390c-1439-4108-8586-bc822bea3147,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
eb2ec20b-04b5-49f5-9530-65eded2e8685,0.991752375419483,auto-accept,{valid},auto-accept
ef62f496-4aca-4659-a46b-093f12c31f92,0.9543291426435438,auto-accept,"{valid, uncertain}",review
f4748d3c-7f0c-40bb-9ba7-5081b54d4a43,0.991752375419483,auto-accept,{valid},auto-accept
f4a30fa3-2f7c-4ac3-82af-57ae3f0cbcb6,0.9268682095991725,auto-accept,"{valid, uncertain}",review
f4e59208-5411-4232-bf6c-11493a8ee88b,0.9543291426435438,auto-accept,"{valid, uncertain}",review
f6a7f172-824b-49bd-b5ea-dbced9e4b350,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
f6e2e5a1-6ce2-43c4-89e1-49e5b7792374,0.991752375419483,auto-accept,{valid},auto-accept
f73e1e8e-f5b0-4d55-9e93-9854283da691,0.991752375419483,auto-accept,{valid},auto-accept
fa445a1d-ff1a-40b5-95b4-7351e0cb7852,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
fb4d070b-884b-4714-b494-f7a9408e7e74,0.991752375419483,auto-accept,{valid},auto-accept
fe51288d-92fa-4ea5-9113-06ced4150bc6,0.9543291426435438,auto-accept,"{valid, uncertain}",review
feac6fe2-dc57-4798-b03d-473761c03640,0.4724150943513041,quarantine-or-verify,"{stale, uncertain}",low-confidence
02331520-e043-4073-ad2c-f649608a1890,0.991752375419483,auto-accept,{valid},auto-accept
02b010de-143d-4e1b-9d67-cb11877c4855,0.9731310711919318,auto-accept,{valid},auto-accept
02b8c9bf-79d5-4d46-adf9-615ed75f80aa,0.6877343175676641,merge-or-review,"{stale, uncertain}",low-confidence
02bd3576-e778-4b33-9ee5-e9d5a2737432,0.991752375419483,auto-accept,{valid},auto-accept
05beb942-bf27-4821-8ca9-3a242dc8591c,0.991752375419483,auto-accept,{valid},auto-accept
06011a36-bc17-4e2a-8308-6d029cef7be8,0.9826991642499853,auto-accept,{valid},auto-accept
082c1e59-7d97-4dec-ba8b-0c3d4ce4bb43,0.9640685077330734,auto-accept,{valid},auto-accept
08344cdb-f455-4c22-8d31-a0a8e849124b,0.8233990408797134,merge-or-review,"{valid, stale, uncertain}",low-confidence
08caca6c-5284-47c9-acf6-6ddb37a93028,0.991752375419483,auto-accept,{valid},auto-accept
0a77c719-b39a-423f-821e-16a965dd95fb,0.9864743337743945,auto-accept,{valid},auto-accept
0c234a89-24b7-4b86-a5dc-45acaffe520c,0.9543291426435438,auto-accept,"{valid, uncertain}",review
0dcce993-85a7-4d73-858b-fd6f9385c68f,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
0ed7fc50-4be6-4040-a10c-0aa531e055f1,0.9731310711919318,auto-accept,{valid},auto-accept
0efe603a-46ab-4316-a57d-87c74b9147dd,0.9543291426435438,auto-accept,"{valid, uncertain}",review
1186d459-ad5b-4462-b100-7146cf31dad9,0.991752375419483,auto-accept,{valid},auto-accept
12497314-7ec6-49df-aab5-56f86cd8d275,0.4599728935661872,quarantine-or-verify,"{stale, uncertain}",low-confidence
12d318d4-1082-4ec7-a58b-d6258ad8c05f,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
19363b8d-7ad9-45f6-bdcc-66d5ed07b6f5,0.34100069978337505,human-review,"{valid, stale, uncertain}",low-confidence
Dr. Gita Khanna has established Ajanta Hospital and IVF Centre a 100 plus bedded multispeciality hospital of International repute. The state of art IVF Centre of this hospital combines quality,0.12911145947357683,human-review,"{valid, stale, uncertain}",low-confidence
1c3f0043-bd07-44ea-854c-f9065dbfb0ac,0.991752375419483,auto-accept,{valid},auto-accept
1d3eba0c-607c-4195-a818-11147ff5d301,0.9268682095991725,auto-accept,"{valid, uncertain}",review
1ee8a79c-bf5a-4cb5-81e1-3df1a31c05fa,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
1fecf8f2-3de2-4a25-bfda-bc868419c78f,0.6877343175676641,merge-or-review,"{stale, uncertain}",low-confidence
20f524d1-83fa-46fc-be08-92bef8ed26aa,0.9864743337743945,auto-accept,{valid},auto-accept
231f141f-cc05-42a9-949a-accf4bab933c,0.9268682095991725,auto-accept,"{valid, uncertain}",review
23262e3f-4604-4f04-bda8-611cd34dae36,0.9543291426435438,auto-accept,"{valid, uncertain}",review
253a699b-b565-4691-b6d9-34333f3296ba,0.9268682095991725,auto-accept,"{valid, uncertain}",review
25da3435-6114-4742-898b-f1cbcd471e43,0.9268682095991725,auto-accept,"{valid, uncertain}",review
2770287f-f0a9-4530-b54e-e20f3d8b5a54,0.9268682095991725,auto-accept,"{valid, uncertain}",review
2831f4e7-9111-4ec4-827f-f6cc067f958a,0.4599728935661872,quarantine-or-verify,"{stale, uncertain}",low-confidence
29903d8a-3433-4240-b1eb-91094a7551d4,0.9864743337743945,auto-accept,{valid},auto-accept
2bd17078-0aa1-4e45-bfc8-2b204de649b9,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
2cb66ffa-8f3b-40be-9242-9431a9a96a5d,0.6432614808918797,merge-or-review,"{stale, uncertain}",low-confidence
2cd8f536-639e-438f-a0d4-84b3449e820f,0.9543291426435438,auto-accept,"{valid, uncertain}",review
2da59852-cfd0-4677-88fe-bc9f343a9bbb,0.9864743337743945,auto-accept,{valid},auto-accept
2ecda5c2-b9ba-40b2-8bd9-ad3117fda92c,0.9543291426435438,auto-accept,"{valid, uncertain}",review
2f41ede8-cac3-4751-ad4b-3ca7ec50415b,0.9864743337743945,auto-accept,{valid},auto-accept
30494fe0-d130-4168-84a5-02b78a773940,0.9543291426435438,auto-accept,"{valid, uncertain}",review
320add3e-1571-45a1-b56f-27736f35c4aa,0.9543291426435438,auto-accept,"{valid, uncertain}",review
3477b64c-a135-4493-9a32-3a7fc7d213da,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
3523c38d-20d0-4b72-ba73-1cb85cefe762,0.991752375419483,auto-accept,{valid},auto-accept
357f6196-2f16-4b6e-bf93-99ac5a9ee5cc,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
371530ef-c0eb-4164-b451-49fad0ad73ed,0.8848872573738297,auto-accept,"{valid, uncertain}",low-confidence
37557f7d-3f08-48ac-bed9-d86d7977e166,0.9268682095991725,auto-accept,"{valid, uncertain}",review
37e39295-470a-45ec-a01a-c6db51ae4787,0.991752375419483,auto-accept,{valid},auto-accept
37fd5d46-e1cb-458e-9a64-9d85dada49ee,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
3825b33f-8ad0-451c-9b06-cc5693d837c2,0.9543291426435438,auto-accept,"{valid, uncertain}",review
3973f354-7588-4375-a5c1-f85957185077,0.9393203517090055,auto-accept,"{valid, uncertain}",review
39d34a57-8579-4c30-bd0a-84ff0219c317,0.8848872573738297,auto-accept,"{valid, uncertain}",low-confidence
3cf1514d-f6b1-4279-a9fe-2d28404ff403,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
3d2af64f-3024-4db5-b048-0fc7e42a7174,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
40649422-32ee-4ec5-ac26-682062014981,0.991752375419483,auto-accept,{valid},auto-accept
43314551-6383-409f-a592-1d2153a8e241,0.991752375419483,auto-accept,{valid},auto-accept
43b49211-16a2-4a6f-bcc1-574b6d8a7f0b,0.9731310711919318,auto-accept,{valid},auto-accept
43d4dca8-12a5-479b-a463-54e6342a2f3d,0.9543291426435438,auto-accept,"{valid, uncertain}",review
460fd54a-8615-4d8b-afe1-ff8d7d4f10a7,0.991752375419483,auto-accept,{valid},auto-accept
47de9126-32d1-40e3-ae92-74c72b6ed9b2,0.991752375419483,auto-accept,{valid},auto-accept
500deb79-33dc-42b7-bf20-299c89a63281,0.9864743337743945,auto-accept,{valid},auto-accept
50fd80f8-1496-4e6d-be97-1166597daf74,0.9864743337743945,auto-accept,{valid},auto-accept
5106028d-191f-4a51-a596-05d8b41e857b,0.9543291426435438,auto-accept,"{valid, uncertain}",review
52e80a01-c62b-4cd2-b699-2a2b1806ef78,0.991752375419483,auto-accept,{valid},auto-accept
54946f79-25d8-40a7-b43b-9e41b888fd5d,0.9268682095991725,auto-accept,"{valid, uncertain}",review
54c07666-ff53-4ca6-9758-dc11ddca1c6b,0.9543291426435438,auto-accept,"{valid, uncertain}",review
54dc4aab-112a-44fc-935e-402832f2e5d9,0.9864743337743945,auto-accept,{valid},auto-accept
5506f14e-e1e9-44a7-9e76-09304e2355d4,0.9864743337743945,auto-accept,{valid},auto-accept
55566db2-b15f-473d-8a87-1ca743046bc1,0.9268682095991725,auto-accept,"{valid, uncertain}",review
58f1d117-1043-4761-abc2-254274e11cd7,0.9393203517090055,auto-accept,"{valid, uncertain}",review
5b4b5514-981e-4e69-bcf0-05d0398472ba,0.991752375419483,auto-accept,{valid},auto-accept
5d196494-7038-44e8-8f46-fa4cc54a8772,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
5d84132d-1494-46ae-8558-d33d06e312fc,0.991752375419483,auto-accept,{valid},auto-accept
5ec4d531-7fe3-4953-906e-8a97cfaf0ba5,0.991752375419483,auto-accept,{valid},auto-accept
5f23c957-e5fa-4c66-b850-079f66027342,0.9037451656492348,auto-accept,"{valid, uncertain}",low-confidence
5f972072-6f42-47e3-abaa-5f8f7c4609dd,0.991752375419483,auto-accept,{valid},auto-accept
61ed89ad-11b3-4162-9881-d754f7442760,0.5718855274138984,quarantine-or-verify,"{stale, uncertain}",low-confidence
62665a19-9ce2-4efe-b6aa-301b277a341b,0.991752375419483,auto-accept,{valid},auto-accept
63d4e9b8-477d-43d0-a25d-77f3a979757b,0.8628952680684165,auto-accept,"{valid, stale, uncertain}",low-confidence
656efe71-c867-4df5-aeaf-7a1f8168fa8a,0.9826991642499853,auto-accept,{valid},auto-accept
669a2138-8717-44cc-a990-276d0ebd709b,0.9731310711919318,auto-accept,{valid},auto-accept
690e6d2a-419c-4d80-92c1-1007950e1fcd,0.991752375419483,auto-accept,{valid},auto-accept
6c51a7fd-e025-4ad5-b923-98fd20c755f9,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
6df82e1b-8356-4fef-8779-f99b5c9c90ae,0.8233990408797134,merge-or-review,"{valid, stale, uncertain}",low-confidence
6f8a8416-e1a0-4b46-b15c-a8b52d47cf83,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
723a6e17-fdf9-4af8-ae80-b16ea3b98244,0.6432614808918797,merge-or-review,"{stale, uncertain}",low-confidence
73c876e1-fda5-48eb-9a93-27e2763b25ff,0.9564595549143614,auto-accept,"{valid, uncertain}",review
7407a4ce-b283-41b5-8887-21f1d1f57955,0.9543291426435438,auto-accept,"{valid, uncertain}",review
745e36ca-5907-4875-b607-bd2328b5a5f4,0.991752375419483,auto-accept,{valid},auto-accept
78cfb5f5-5222-4d8c-b7c6-709edb2da356,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
7b71adc1-9169-499c-9eef-161d7460972c,0.991752375419483,auto-accept,{valid},auto-accept
7cfbe1c0-0161-416c-bb50-df4c7e601886,0.4724150943513041,quarantine-or-verify,"{stale, uncertain}",low-confidence
7d7cc3df-2fd2-4c57-8cb0-428ace240bd1,0.9543291426435438,auto-accept,"{valid, uncertain}",review
7e08f70c-6fc4-49f8-a1e9-fdddda2e0469,0.6432614808918798,merge-or-review,"{stale, uncertain}",low-confidence
7fa87636-fa2a-47fe-8240-c676b11d0599,0.991752375419483,auto-accept,{valid},auto-accept
7fcd1e71-fa80-4108-9432-d9fd6a05d7bb,0.991752375419483,auto-accept,{valid},auto-accept
8048b60a-3c51-4b25-a52e-b4a9bd18d8e0,0.4724150943513041,quarantine-or-verify,"{stale, uncertain}",low-confidence
80bf74d5-9308-4525-9309-c8ea1536e231,0.9268682095991725,auto-accept,"{valid, uncertain}",review
8364c81e-4bde-4991-b443-f818ac474136,0.9543291426435438,auto-accept,"{valid, uncertain}",review
83f1bfc7-fb4a-4ff9-9f33-34ddf58fda1b,0.8628952680684165,auto-accept,"{valid, stale, uncertain}",low-confidence
8619b7eb-7f9d-45d1-8bd5-d3687a61f616,0.991752375419483,auto-accept,{valid},auto-accept
86239f9a-871e-4a4d-b929-8863aa07db03,0.991752375419483,auto-accept,{valid},auto-accept
876283eb-7d26-425d-93e8-d1d857c79611,0.991752375419483,auto-accept,{valid},auto-accept
882dfdeb-2728-4cb7-8804-591b3b3543c8,0.991752375419483,auto-accept,{valid},auto-accept
8899400e-c17d-4eb4-a07e-77565f6027af,0.4599728935661872,quarantine-or-verify,"{stale, uncertain}",low-confidence
88b632fc-787b-4490-bd7d-275b2e39a5d7,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
895db286-ca63-4b15-8593-1d93f390f95d,0.9543291426435438,auto-accept,"{valid, uncertain}",review
8aed4cd1-bd6b-42c5-8c69-5565e2acff7b,0.991752375419483,auto-accept,{valid},auto-accept
8e2224ab-e6d4-4241-aea5-e9ab67525034,0.9543291426435438,auto-accept,"{valid, uncertain}",review
8ed2e983-dadf-4caf-b9fa-821975ef8394,0.9268682095991725,auto-accept,"{valid, uncertain}",review
907f5a8b-088d-484d-82d6-b92a9465f160,0.7924156374420714,merge-or-review,"{valid, stale, uncertain}",low-confidence
90eaae09-bcf4-44ec-953a-2ed6bd0f880a,0.991752375419483,auto-accept,{valid},auto-accept
91c9ce8e-1e04-43a1-9a48-16f44cac283a,0.9864743337743945,auto-accept,{valid},auto-accept
92dd37f1-293c-4b0b-bcb3-91cf8aa3e951,0.9864743337743945,auto-accept,{valid},auto-accept
9433ea25-31af-43a2-8512-e07d58b2d269,0.991752375419483,auto-accept,{valid},auto-accept
94cfa2e6-28a9-4597-ac9b-8769b0743955,0.7482966399430525,merge-or-review,"{stale, uncertain}",low-confidence
95348d2b-e7b5-4c8d-973d-661fa882e3fa,0.9864743337743945,auto-accept,{valid},auto-accept
960bb40b-02cd-4fb0-bd4a-50787a3f009c,0.9543291426435438,auto-accept,"{valid, uncertain}",review
9778b758-7c44-40bb-9741-b0060e6215f5,0.9731310711919318,auto-accept,{valid},auto-accept
9854b196-eb96-42cb-8fa8-3ddff8e58546,0.9864743337743945,auto-accept,{valid},auto-accept
98ab8870-45e4-4a99-b5c8-a2c193297dfa,0.9731310711919318,auto-accept,{valid},auto-accept
9913a22f-2bab-492c-b14f-764f1fb33a64,0.991752375419483,auto-accept,{valid},auto-accept
9b3e056c-1d44-42b6-b8d3-a7afb14157f7,0.9543291426435438,auto-accept,"{valid, uncertain}",review
a122e838-90c4-4be0-a4cc-0b66e0ea62a0,0.5840807772916466,quarantine-or-verify,"{stale, uncertain}",low-confidence
a348253a-3eea-4253-adce-093a29fd42ed,0.9268682095991725,auto-accept,"{valid, uncertain}",review
a3ba0f20-be4a-45c6-902a-92e8b0438bd1,0.991752375419483,auto-accept,{valid},auto-accept
a45cac41-6d27-41ab-878b-7dfb89ec8f33,0.991752375419483,auto-accept,{valid},auto-accept
a49dc58d-6ddb-423c-8575-426c9657fca4,0.991752375419483,auto-accept,{valid},auto-accept
a4f28974-4909-4831-ba98-544d31acdd78,0.9268682095991725,auto-accept,"{valid, uncertain}",review
a83112ff-48ab-4c84-a3ca-89e3ed6fd23b,0.9864743337743945,auto-accept,{valid},auto-accept
a9b56d47-b5d7-43d4-9d16-7dcb73775bc1,0.991752375419483,auto-accept,{valid},auto-accept
aa4b8ccc-fc61-4681-bce6-6443366c5ed2,0.9731310711919318,auto-accept,{valid},auto-accept
aa9f112c-606f-471f-9542-b3e414045573,0.8568718786931411,auto-accept,"{valid, stale, uncertain}",low-confidence
ac4c39ce-8c64-4bab-a4db-1b3dca1ea817,0.9543291426435438,auto-accept,"{valid, uncertain}",review
acd22962-2d73-4e83-8f45-ff995a417c34,0.991752375419483,auto-accept,{valid},auto-accept
af367ffd-e872-479b-bed4-b67e420e0b35,0.991752375419483,auto-accept,{valid},auto-accept
af612410-073f-4a62-98dd-a8ac412dbd5c,0.991752375419483,auto-accept,{valid},auto-accept
af676ce0-cdb3-4997-9104-0963f09e48f0,0.991752375419483,auto-accept,{valid},auto-accept
b08cd135-b6a5-420f-b8ee-7c281bf133e4,0.991752375419483,auto-accept,{valid},auto-accept
b36ffd6e-8639-4e11-bddf-22cb396a731b,0.9640685077330734,auto-accept,{valid},auto-accept
b3b4b4dc-b977-4196-8639-22f6b831b972,0.9731310711919318,auto-accept,{valid},auto-accept
b4a856d0-f9fc-4d63-bac4-5bc0be6c099c,0.9543291426435438,auto-accept,"{valid, uncertain}",review
b5a57699-76c4-4ba4-9936-713c233e752a,0.991752375419483,auto-accept,{valid},auto-accept
b5b7189b-e7cd-4eb2-a17b-f142c92d83cd,0.988898903577662,auto-accept,{valid},auto-accept
b77ac271-e6d0-4502-beb0-d38853ced86c,0.9543291426435438,auto-accept,"{valid, uncertain}",review
b7ad3ec1-b111-4c7f-8dfe-79d17ecc28db,0.9268682095991725,auto-accept,"{valid, uncertain}",review
b9386c11-f799-4fd3-9f1e-54f26b2e7b6b,0.991752375419483,auto-accept,{valid},auto-accept
ba30b47f-723c-4859-903d-0057187f27a0,0.4724150943513041,quarantine-or-verify,"{stale, uncertain}",low-confidence
ba614eea-a018-46ac-a052-a7e46721d85a,0.9640685077330734,auto-accept,{valid},auto-accept
bbdf6de2-17ba-4029-a7e5-81e902b11067,0.991752375419483,auto-accept,{valid},auto-accept
bbf46f87-47c0-4be1-a0ea-808e6f889df5,0.991752375419483,auto-accept,{valid},auto-accept
bd77bf7d-4822-4932-81bf-7489f5d510e9,0.991752375419483,auto-accept,{valid},auto-accept
bfe9ab42-2261-442b-b8b3-4c6fc47ad86b,0.991752375419483,auto-accept,{valid},auto-accept
c0a9fc95-afa7-4695-a1cd-332b4a13e791,0.7924156374420714,merge-or-review,"{valid, stale, uncertain}",low-confidence
c1df732e-b76d-481f-a720-cff7dd930283,0.4724150943513041,quarantine-or-verify,"{stale, uncertain}",low-confidence
c4f65c3f-6f9b-45a3-b8ff-dddaa9d7cad6,0.991752375419483,auto-accept,{valid},auto-accept
