golden_facility_id,unique_id,source_system,source_tier,source_record_id,source_url,match_type,match_score,source_agreement_status,source_url_count,conflict_reason,can_promote_label
gfac_8c331024355d9fca,88c2565a-8801-4899-9745-6070316eb745,fdr_cleaned_facility,C,88c2565a-8801-4899-9745-6070316eb745,https://en.wikipedia.org/wiki/Rajarajeswari_Medical_College_and_Hospital,self_seed,1.0,claim_seed,50,,False
gfac_8c331024355d9fca,88c2565a-8801-4899-9745-6070316eb745,india_post_pincode_bridge,A,562114.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_66e63ac0584578f5,8b4d0b3f-896c-4010-8b7e-b5ebd781fb29,fdr_cleaned_facility,C,8b4d0b3f-896c-4010-8b7e-b5ebd781fb29,https://hcimbabane.gov.in/page/medical-care-in-india/,self_seed,1.0,claim_seed,50,,False
gfac_66e63ac0584578f5,8b4d0b3f-896c-4010-8b7e-b5ebd781fb29,india_post_pincode_bridge,A,122001.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_5decbdabe64dbbd7,d9bc3999-4523-4969-aac0-abd6bc415f2e,fdr_cleaned_facility,C,d9bc3999-4523-4969-aac0-abd6bc415f2e,https://www.practo.com/noida/clinic/city-dental-centre-36-noida-sector-36,self_seed,1.0,claim_seed,50,,False
gfac_20a57d842b3dc647,e0fcd8ad-b818-4cef-975d-afdfd2e6d413,fdr_cleaned_facility,C,e0fcd8ad-b818-4cef-975d-afdfd2e6d413,https://pmc.ncbi.nlm.nih.gov/articles/PMC12507378/,self_seed,1.0,claim_seed,50,,False
gfac_20a57d842b3dc647,e0fcd8ad-b818-4cef-975d-afdfd2e6d413,india_post_pincode_bridge,A,695009.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_5e238f328ecd671f,ec1297c6-8d79-4944-bbd2-7e319f7a86f6,fdr_cleaned_facility,C,ec1297c6-8d79-4944-bbd2-7e319f7a86f6,https://pubmed.ncbi.nlm.nih.gov/41357737/,self_seed,1.0,claim_seed,50,,False
gfac_5e238f328ecd671f,ec1297c6-8d79-4944-bbd2-7e319f7a86f6,india_post_pincode_bridge,A,400601.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_4711da3341933e6d,f21d47b5-8c40-4c01-9200-fab7ca94f46e,fdr_cleaned_facility,C,f21d47b5-8c40-4c01-9200-fab7ca94f46e,https://en.wikipedia.org/wiki/MD_Anderson_Cancer_Center,self_seed,1.0,claim_seed,50,source_or_geography_conflict,False
gfac_4711da3341933e6d,f21d47b5-8c40-4c01-9200-fab7ca94f46e,india_post_pincode_bridge,A,440003.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_dd42c0747f4e6177,02d77467-9415-4e72-98c5-118761328c89,fdr_cleaned_facility,C,02d77467-9415-4e72-98c5-118761328c89,https://www.hcgoncology.com/blog/pet-ct-the-gold-standard-for-cancer-diagnosis/,self_seed,1.0,claim_seed,50,,False
gfac_dd42c0747f4e6177,02d77467-9415-4e72-98c5-118761328c89,india_post_pincode_bridge,A,380060.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_93fa7bef7f757d09,09571e22-74ba-492d-a6b9-f1a9783af3ab,fdr_cleaned_facility,C,09571e22-74ba-492d-a6b9-f1a9783af3ab,http://www.kviconline.gov.in/pmegpeportal/jsp/APPRBIBANKLOV.jsp?BANK_NAME=STATE%20BANK%20OF%20INDIA&state=GJ,self_seed,1.0,claim_seed,50,source_or_geography_conflict,False
gfac_93fa7bef7f757d09,09571e22-74ba-492d-a6b9-f1a9783af3ab,india_post_pincode_bridge,A,380016.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_b7ee0f4af137559c,0be8a076-706a-439f-b2cd-6a29d85cb41d,fdr_cleaned_facility,C,0be8a076-706a-439f-b2cd-6a29d85cb41d,https://solapur.gov.in/en/public-utility-category/hospitals/page/10/,self_seed,1.0,claim_seed,50,,False
gfac_b7ee0f4af137559c,0be8a076-706a-439f-b2cd-6a29d85cb41d,india_post_pincode_bridge,A,400088.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_952f44b119c6ed92,0ee2ea22-f606-4d4a-8117-b9964805730c,fdr_cleaned_facility,C,0ee2ea22-f606-4d4a-8117-b9964805730c,https://pmc.ncbi.nlm.nih.gov/articles/PMC3853383/,self_seed,1.0,claim_seed,50,,False
gfac_952f44b119c6ed92,0ee2ea22-f606-4d4a-8117-b9964805730c,india_post_pincode_bridge,A,713104.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.0,admin_context_only,1,PIN code matched India Post but no district/state match in NFHS.,False
gfac_01c0252ce065020b,122b19ff-fc09-4fd1-8e41-2f5fe28a27db,fdr_cleaned_facility,C,122b19ff-fc09-4fd1-8e41-2f5fe28a27db,https://en.wikipedia.org/wiki/Patna,self_seed,1.0,claim_seed,50,,False
gfac_01c0252ce065020b,122b19ff-fc09-4fd1-8e41-2f5fe28a27db,india_post_pincode_bridge,A,801105.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_4854963e705983cb,137fed76-fec1-4973-9b8c-7d2795862240,fdr_cleaned_facility,C,137fed76-fec1-4973-9b8c-7d2795862240,http://medical.maharashtra.gov.in/,self_seed,1.0,claim_seed,50,,False
gfac_4854963e705983cb,137fed76-fec1-4973-9b8c-7d2795862240,india_post_pincode_bridge,A,440016.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_98d8a43253750d60,1a62801f-4ddb-43e0-81cc-182cb1311171,fdr_cleaned_facility,C,1a62801f-4ddb-43e0-81cc-182cb1311171,https://en.wikipedia.org/wiki/Sharad_Panday,self_seed,1.0,claim_seed,50,,False
gfac_98d8a43253750d60,1a62801f-4ddb-43e0-81cc-182cb1311171,india_post_pincode_bridge,A,400012.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_19d72907293b5ac8,1de1dfc6-9c67-4df3-9a92-4ee1111f4895,fdr_cleaned_facility,C,1de1dfc6-9c67-4df3-9a92-4ee1111f4895,https://www.magicbricks.com/abhee-riviera-royale-hsr-layout-bangalore-pdpid-4d4235343139383135,self_seed,1.0,claim_seed,50,,False
gfac_19d72907293b5ac8,1de1dfc6-9c67-4df3-9a92-4ee1111f4895,india_post_pincode_bridge,A,560038.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_0be1fe2d135f6da8,1df3d3c4-c4d3-446d-a687-9d5841a57d84,fdr_cleaned_facility,C,1df3d3c4-c4d3-446d-a687-9d5841a57d84,https://ludhianadarpan.com/listing/dr-jasmine-kaur-best-ent-specialist-in-fortis-hospital-at-ludhiana-punjab/,self_seed,1.0,claim_seed,50,,False
gfac_0be1fe2d135f6da8,1df3d3c4-c4d3-446d-a687-9d5841a57d84,india_post_pincode_bridge,A,160062.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_1442e0f49fe9defa,229a9ce3-67a2-417c-a610-c02b5d869438,fdr_cleaned_facility,C,229a9ce3-67a2-417c-a610-c02b5d869438,https://imhd.tn.gov.in/homeopathy-hospitals/,self_seed,1.0,claim_seed,34,source_or_geography_conflict,False
gfac_1442e0f49fe9defa,229a9ce3-67a2-417c-a610-c02b5d869438,india_post_pincode_bridge,A,628002.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.0,admin_context_only,1,PIN code matched India Post but no district/state match in NFHS.,False
gfac_1e7b4be0558fd695,279fa2c2-e4ef-4a9a-9285-888887133057,fdr_cleaned_facility,C,279fa2c2-e4ef-4a9a-9285-888887133057,https://www.practo.com/ludhiana/clinic/shri-ram-clinic-ludhiana/general-physician-ps-15,self_seed,1.0,claim_seed,50,,False
gfac_1e7b4be0558fd695,279fa2c2-e4ef-4a9a-9285-888887133057,india_post_pincode_bridge,A,141002.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_82bbbbe351581ee1,293fab7f-bc5a-4981-8e01-3706543218cc,fdr_cleaned_facility,C,293fab7f-bc5a-4981-8e01-3706543218cc,https://en.wikipedia.org/wiki/MD_Anderson_Cancer_Center,self_seed,1.0,claim_seed,50,,False
gfac_82bbbbe351581ee1,293fab7f-bc5a-4981-8e01-3706543218cc,india_post_pincode_bridge,A,400004.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_37471dadd489d89c,30ed41d1-ce7e-4936-9569-cb59d2990443,fdr_cleaned_facility,C,30ed41d1-ce7e-4936-9569-cb59d2990443,https://state.bihar.gov.in/,self_seed,1.0,claim_seed,50,,False
gfac_37471dadd489d89c,30ed41d1-ce7e-4936-9569-cb59d2990443,india_post_pincode_bridge,A,800004.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_6c0441758468f868,31e8a095-2ba7-4ad2-8df1-44c6b2b26c5e,fdr_cleaned_facility,C,31e8a095-2ba7-4ad2-8df1-44c6b2b26c5e,http://www.onefivenine.com/india/villages/Anand/Anklav/Mujkuva,self_seed,1.0,claim_seed,50,,False
gfac_6c0441758468f868,31e8a095-2ba7-4ad2-8df1-44c6b2b26c5e,india_post_pincode_bridge,A,388510.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_68f4ba40b9a497c0,33af2594-ec2f-4268-a1a6-9cb47b04d798,fdr_cleaned_facility,C,33af2594-ec2f-4268-a1a6-9cb47b04d798,https://www.amritahospitals.org/kochi/doctor/mohan-abraham,self_seed,1.0,claim_seed,50,,False
gfac_68f4ba40b9a497c0,33af2594-ec2f-4268-a1a6-9cb47b04d798,india_post_pincode_bridge,A,682041.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_c61ff71a27a8b26a,33f3fa89-8e8d-460e-a147-47fabb4d8902,fdr_cleaned_facility,C,33f3fa89-8e8d-460e-a147-47fabb4d8902,https://www.gov.uk/government/publications/tuberculosis-test-for-a-uk-visa-clinics-in-india/tuberculosis-testing-in-india,self_seed,1.0,claim_seed,50,,False
gfac_c61ff71a27a8b26a,33f3fa89-8e8d-460e-a147-47fabb4d8902,india_post_pincode_bridge,A,682041.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_4f68a94cc5482d17,34aea2cc-26a4-4edb-a623-80e372ae0ae7,fdr_cleaned_facility,C,34aea2cc-26a4-4edb-a623-80e372ae0ae7,https://chennaicorporation.gov.in/gcc/covid-vaccine/hospital,self_seed,1.0,claim_seed,50,,False
gfac_4f68a94cc5482d17,34aea2cc-26a4-4edb-a623-80e372ae0ae7,india_post_pincode_bridge,A,600029.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.0,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_517efaf1f6422223,39b355c6-648e-4a9b-849a-e82467708616,fdr_cleaned_facility,C,39b355c6-648e-4a9b-849a-e82467708616,https://en.wikipedia.org/wiki/Shibpur,self_seed,1.0,claim_seed,50,,False
gfac_b18dce3de823edca,39c6f2b8-806a-499c-9fac-a918e52cd191,fdr_cleaned_facility,C,39c6f2b8-806a-499c-9fac-a918e52cd191,http://www.pcpndt.karnataka.gov.in/PvtGovtCentresHomepage.aspx?unitid=IXL1NOfIxouMMmMKvHxKbA==&role=Tg3R3dzL5d8qh2W0SyphdQ==&DistWiseCount=mELirpUhRYksFj7k8/XBcQ==&PvtGovt=nBg+oK7HWWeZVo4G1oAzng==,self_seed,1.0,claim_seed,43,source_or_geography_conflict,False
gfac_b18dce3de823edca,39c6f2b8-806a-499c-9fac-a918e52cd191,india_post_pincode_bridge,A,576104.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_87d917a9fd583805,3d88594f-a099-4ff9-8188-fac914764015,fdr_cleaned_facility,C,3d88594f-a099-4ff9-8188-fac914764015,https://www.gmc.edu.in/history,self_seed,1.0,claim_seed,50,,False
gfac_87d917a9fd583805,3d88594f-a099-4ff9-8188-fac914764015,india_post_pincode_bridge,A,151212.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_28a442b878810014,3d9d4079-9a80-4546-b244-03b1e7ca9f95,fdr_cleaned_facility,C,3d9d4079-9a80-4546-b244-03b1e7ca9f95,https://pubmed.ncbi.nlm.nih.gov/34156034/,self_seed,1.0,claim_seed,50,source_or_geography_conflict,False
gfac_28a442b878810014,3d9d4079-9a80-4546-b244-03b1e7ca9f95,india_post_pincode_bridge,A,201304.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_b6ec9986c15afc1c,3ef783e8-3f3d-416a-bf7b-4bd9781e9286,fdr_cleaned_facility,C,3ef783e8-3f3d-416a-bf7b-4bd9781e9286,https://pmc.ncbi.nlm.nih.gov/articles/PMC12407451/,self_seed,1.0,claim_seed,50,,False
gfac_b6ec9986c15afc1c,3ef783e8-3f3d-416a-bf7b-4bd9781e9286,india_post_pincode_bridge,A,641014.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_aaf78044ed01f406,427cf36b-ab8f-4d71-bd39-a30623946638,fdr_cleaned_facility,C,427cf36b-ab8f-4d71-bd39-a30623946638,https://health.delhi.gov.in/tender/opening-pradhan-mantri-bhartiya-janaushadhi-kendra-indira-gandhi-hospital-dwarka-vide-tender,self_seed,1.0,claim_seed,50,,False
gfac_aaf78044ed01f406,427cf36b-ab8f-4d71-bd39-a30623946638,india_post_pincode_bridge,A,110032.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_2ca421e746de40ca,436c7e0a-fd63-4414-9a28-c39ff09d4775,fdr_cleaned_facility,C,436c7e0a-fd63-4414-9a28-c39ff09d4775,https://pubmed.ncbi.nlm.nih.gov/40583018/,self_seed,1.0,claim_seed,50,,False
gfac_2ca421e746de40ca,436c7e0a-fd63-4414-9a28-c39ff09d4775,india_post_pincode_bridge,A,400050.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_c15d62d1bdcc0266,4616c935-ae1b-4d40-ae5a-3d6c31a90206,fdr_cleaned_facility,C,4616c935-ae1b-4d40-ae5a-3d6c31a90206,https://cag.gov.in/ae/nagpur/hi/page-ae-nagpur-list-of-state-government-employees-retiring-in-next-one-year,self_seed,1.0,claim_seed,50,,False
gfac_c15d62d1bdcc0266,4616c935-ae1b-4d40-ae5a-3d6c31a90206,india_post_pincode_bridge,A,440018.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_fa1e9c21fd45f10a,46cc0e3b-f699-4faf-ac99-2f06b014b106,fdr_cleaned_facility,C,46cc0e3b-f699-4faf-ac99-2f06b014b106,https://pmc.ncbi.nlm.nih.gov/articles/PMC8081297/,self_seed,1.0,claim_seed,50,,False
gfac_fa1e9c21fd45f10a,46cc0e3b-f699-4faf-ac99-2f06b014b106,india_post_pincode_bridge,A,160055.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_a04ebd91f14fa62b,478bb7fc-0309-444a-8bfd-452b4c44bf0f,fdr_cleaned_facility,C,478bb7fc-0309-444a-8bfd-452b4c44bf0f,https://parulsevashramhospital.com/orthopaedics-department/,self_seed,1.0,claim_seed,48,source_or_geography_conflict,False
gfac_a04ebd91f14fa62b,478bb7fc-0309-444a-8bfd-452b4c44bf0f,india_post_pincode_bridge,A,391760.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_529e4829abc5e8df,49e0f69c-96c3-448a-af00-81dc0229035f,fdr_cleaned_facility,C,49e0f69c-96c3-448a-af00-81dc0229035f,https://transtan.tn.gov.in/kidney-transplantation.php/address-and-contact-details-of-appropriate-authority-and-authorization-committee-for-tamil-nadu.php,self_seed,1.0,claim_seed,50,,False
gfac_7cdc009e0889d034,4a235f61-c369-4ff8-823d-732585cb9cc1,fdr_cleaned_facility,C,4a235f61-c369-4ff8-823d-732585cb9cc1,https://c-dot-hospital-centre-for-dermatology-orthopaedics-and.wheree.com/,self_seed,1.0,claim_seed,50,,False
gfac_7cdc009e0889d034,4a235f61-c369-4ff8-823d-732585cb9cc1,india_post_pincode_bridge,A,636009.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_605e7f401d3d9761,4f1b6e2b-804d-4883-be04-e5ccd2a3c46b,fdr_cleaned_facility,C,4f1b6e2b-804d-4883-be04-e5ccd2a3c46b,https://pubmed.ncbi.nlm.nih.gov/26675498/,self_seed,1.0,claim_seed,50,source_or_geography_conflict,False
gfac_605e7f401d3d9761,4f1b6e2b-804d-4883-be04-e5ccd2a3c46b,india_post_pincode_bridge,A,342011.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_504b5cc9184929b5,51179ca4-f342-4014-92d7-c2d2ef1adbb1,fdr_cleaned_facility,C,51179ca4-f342-4014-92d7-c2d2ef1adbb1,http://www.healthinsuranceindia.org/cashless_hospital_india/andhra_pradesh.html,self_seed,1.0,claim_seed,50,source_or_geography_conflict,False
gfac_504b5cc9184929b5,51179ca4-f342-4014-92d7-c2d2ef1adbb1,india_post_pincode_bridge,A,504001.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_8b62ba9f22b45d2f,513d7280-b39e-45a9-b5c6-fc61ae0f7538,fdr_cleaned_facility,C,513d7280-b39e-45a9-b5c6-fc61ae0f7538,https://en.wikipedia.org/wiki/Wonderla,self_seed,1.0,claim_seed,50,,False
gfac_949eb0e4f0761574,54302144-0ee3-4a36-8c92-fc647a6cdd8f,fdr_cleaned_facility,C,54302144-0ee3-4a36-8c92-fc647a6cdd8f,https://nashik.gov.in/en/public-utilities/hospitals/,self_seed,1.0,claim_seed,50,source_or_geography_conflict,False
gfac_949eb0e4f0761574,54302144-0ee3-4a36-8c92-fc647a6cdd8f,india_post_pincode_bridge,A,422005.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_3347e31f6e80d171,61c0dd8a-2353-48f5-b1b2-50d87bbf2d20,fdr_cleaned_facility,C,61c0dd8a-2353-48f5-b1b2-50d87bbf2d20,https://en.wikipedia.org/wiki/Mahendralal_Sarkar,self_seed,1.0,claim_seed,50,,False
gfac_3347e31f6e80d171,61c0dd8a-2353-48f5-b1b2-50d87bbf2d20,india_post_pincode_bridge,A,700014.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_bb1c63695d2baec0,6382feb6-79d9-43e4-92fd-5609c30ef481,fdr_cleaned_facility,C,6382feb6-79d9-43e4-92fd-5609c30ef481,https://pmc.ncbi.nlm.nih.gov/articles/PMC12443389/,self_seed,1.0,claim_seed,50,,False
gfac_bb1c63695d2baec0,6382feb6-79d9-43e4-92fd-5609c30ef481,india_post_pincode_bridge,A,400053.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_99d1e2bb2f23a245,66812208-efc9-4703-a55e-eab19c58a3b5,fdr_cleaned_facility,C,66812208-efc9-4703-a55e-eab19c58a3b5,https://pubmed.ncbi.nlm.nih.gov/41264209/,self_seed,1.0,claim_seed,50,,False
gfac_99d1e2bb2f23a245,66812208-efc9-4703-a55e-eab19c58a3b5,india_post_pincode_bridge,A,751024.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_001eb448bef08f88,675aec61-780e-4cb1-a1db-adaa50defee4,fdr_cleaned_facility,C,675aec61-780e-4cb1-a1db-adaa50defee4,https://transtan.tn.gov.in/kidney-transplantation.php/address-and-contact-details-of-appropriate-authority-and-authorization-committee-for-tamil-nadu.php,self_seed,1.0,claim_seed,50,source_or_geography_conflict,False
gfac_001eb448bef08f88,675aec61-780e-4cb1-a1db-adaa50defee4,india_post_pincode_bridge,A,600019.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.82,admin_context_only,1,PIN code maps to multiple districts or states in India Post.,False
gfac_69879266a0387a0e,6fbda6ad-99c5-429e-9db4-3811e8311c18,fdr_cleaned_facility,C,6fbda6ad-99c5-429e-9db4-3811e8311c18,https://pmc.ncbi.nlm.nih.gov/articles/PMC10131144/,self_seed,1.0,claim_seed,50,,False
gfac_69879266a0387a0e,6fbda6ad-99c5-429e-9db4-3811e8311c18,india_post_pincode_bridge,A,560077.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_eb60c4082bd212df,704f251b-4db7-44bd-8da1-201a78b4cb17,fdr_cleaned_facility,C,704f251b-4db7-44bd-8da1-201a78b4cb17,http://www.healthinsuranceindia.org/cashless_hospital_india/rajeshthan.html,self_seed,1.0,claim_seed,50,,False
gfac_eb60c4082bd212df,704f251b-4db7-44bd-8da1-201a78b4cb17,india_post_pincode_bridge,A,342003.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_477434536a85e31b,72d8005b-81e9-4331-ad91-2552ac1aac50,fdr_cleaned_facility,C,72d8005b-81e9-4331-ad91-2552ac1aac50,https://pubmed.ncbi.nlm.nih.gov/27891451/,self_seed,1.0,claim_seed,34,,False
gfac_477434536a85e31b,72d8005b-81e9-4331-ad91-2552ac1aac50,india_post_pincode_bridge,A,502294.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
