golden_facility_id,unique_id,facility_name,facility_name_norm,facilityTypeId,operatorTypeId,address_city,address_city_norm,district_name,state_ut,state_norm,address_zipOrPostcode,pincode_norm,facility_latitude,facility_longitude,h3_res7,h3_res9,evidence_tier,trainable_supervised_label,trust_posture,service_labels,capacity_band,doctor_count_band,recommended_action,abstain_reason,rule_baseline_confidence,first_source_url,source_url_count,claim_text
gfac_41d8c00e0f623196,dde0bbd4-ab5a-4925-9027-5718ea794b96,Atman Uro-Gynaec Hospital,atman uro gynaec hospital,hospital,private,Vadodara,vadodara,Vadodara ,Gujarat,gujarat,391410,391410,22.28989028930664,73.13005065917969,,,conflict,False,contradicted_or_geo_invalid,"[""maternity"", ""emergency"", ""ncd""]",small,solo_or_small_team,verify_location_before_use,source_or_geography_conflict,0.304,https://atmanurogynaechospital.com/laparoscopic-robotic-surgeries-for-urology/,8,"Laparoscopic & Robotic Surgeries For Urology: Advanced laparoscopic & robotic-assisted urology treatments for kidney, prostate, and bladder care. | [""urology"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""pediatrics"",""pediatricUrology"",""neuroUrology"",""genitourinaryReconstructiveSurgery"",""andrologyAndMaleFertility"",""menopauseAndMidlifeHealth"",""urologicOncology"",""urogynecologyAndReconstructivePelvisSurgery"",""internalMedicine"",""internalMedicine"",""urology"",""gynecologyAndObstetrics"",""internalMedicine"",""minimallyInvasiveSurgeryAndEndourology"",""andrologyAndMaleFertility"",""reproductiveEndocrinologyAndInfertility"",""maternalFetalMedicineOrPerinatology"",""gynecologyAndObstetrics"",""internalMedicine"",""gynecologyAndObstetrics"",""urogynecologyAndReconstructivePelvisSurgery"",""reproductiveEndocrinologyAndInfertility"",""internalMedicine"",""internalMedicine"",""urogynecologyAndReconstructivePelvisSurgery"",""urology"",""gynecology"",""internalMedicine"",""gynecologyAndObstetrics"",""maternalFetalMedicineOrPerinatology"",""urogynecologyAndReconstructivePelvisSurgery"",""reproductiveEndocrinologyAndInfertility"",""internalMedicine""] | [""Performs laparoscopic urology surgeries for kidney, prostate, and bladder conditions"",""Performs robotic-assisted laparoscopic prostatectomy for prostate cancer"",""Performs nephrectomies (partial and total) and kidney stone management using laparoscopic/robotic approaches"",""Performs bladder tumor removal and bladder reconstruction"",""Treats ureteral obstructions and ureteral strictures with minimally invasive techniques"",""Offers endoscopic and laparoscopic urology procedures"",""Offers hysteroscopy as part of surgical services"",""Offers genitourinary cancer surgery"",""Offers laser urological surgeries"",""Minimally Invasive Urology procedures"",""Treatment of urinary "
gfac_5019202168ef0b2d,dde2a395-af48-4ad4-82cc-e157d409d28f,Star Imaging & Path Lab,star imaging path lab,clinic,private,Delhi,delhi,West ,NCT of Delhi,nct of delhi,110018,110018,28.63886070251465,77.09968566894531,,,bronze,False,needs_review,"[""maternity"", ""diagnostic"", ""ncd""]",small,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6411,https://www.crunchbase.com/organization/star-imaging-path-lab,21,"Star Imaging & Path Lab is a diagnostic center and a pathological lab. | [""radiology"",""pathology"",""radiology"",""pathology"",""neurology"",""cardiology"",""breastImaging"",""dentistry"",""maternalFetalMedicineOrPerinatology"",""familyMedicine"",""radiology"",""pathology"",""neurology"",""cardiology"",""maternalFetalMedicineOrPerinatology"",""dentistry"",""breastImaging"",""infectiousDiseases"",""urology"",""familyMedicine"",""radiology"",""pathology"",""radiology"",""pathology"",""radiology"",""pathology"",""cardiology"",""neurology"",""medicalOncology"",""breastImaging"",""dentistry"",""maternalFetalMedicineOrPerinatology"",""urology"",""gastroenterology"",""pathology"",""radiology"",""breastImaging"",""neurology"",""dentistry"",""urology"",""maternalFetalMedicineOrPerinatology"",""cardiology"",""familyMedicine"",""pathology"",""radiology"",""neurology"",""cardiology"",""breastImaging"",""urology"",""infectiousDiseases""] | [""MRI scan services including Digital MRI and 3T MRI"",""CT scan services"",""Digital X-ray imaging"",""Ultrasound imaging including Colour Doppler"",""DEXA (Bone Density) scan"",""Mammography"",""CBCT and dental imaging"",""Cardiology test services"",""Neurology imaging"",""Fetal echocardiography"",""Uroflowmetry testing"",""Pathology laboratory testing"",""COVID-19 RT-PCR testing"",""COVID-19 Rapid Antigen testing"",""COVID-19 IgG antibody testing"",""MRI scanning is offered"",""CT scanning is offered"",""X-ray imaging is offered"",""Colour Doppler and Ultrasound imaging is offered"",""Echocardiography (ECHO) is offered"",""Mammography is offered"",""CBCT and dental imaging is offered"",""Uroflowmetry is offered"",""Liver FibroScan is offered"",""Pathology laboratory tests are offered"",""CT Angiography is offered"",""Fetal echocardiography is offered"",""Health packages and comprehensive diagnostic panels are offered"",""MRI scanning"",""CT scanning"",""X-ray imaging"",""Ultrasound with color Doppler"
gfac_b70fbfeac6f6a581,de3b7da9-d69f-41f2-acca-25483d0fe7d5,Aastha Hospital,aastha hospital,hospital,private,Noida,noida,Bareilly ,Uttar Pradesh,uttar pradesh,243122,243122,25.92654609680176,80.8256607055664,,,conflict,False,contradicted_or_geo_invalid,"[""maternity"", ""emergency""]",large,solo_or_small_team,verify_location_before_use,source_or_geography_conflict,0.2951,https://www.docindia.org/doctors/bhopal/dr-pradeep-tiwari-orthopedics,28,"Aastha Hospital, Deoria (Aastha Hospital Deoria) | [""internalMedicine"",""orthopedicSurgery"",""internalMedicine"",""gynecologyAndObstetrics"",""internalMedicine"",""internalMedicine"",""otolaryngology"",""generalSurgery"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""neurosurgery"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""gynecologyAndObstetrics"",""urology"",""internalMedicine"",""internalMedicine"",""emergencyMedicine"",""internalMedicine"",""dentistry"",""gastroenterology"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""emergencyMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine""] | [""Aastha Hospital offers Fracture Treatment"",""Aastha Hospital provides Knee Braces for Osteoarthritis"",""Aastha Hospital provides Hip Replacement"",""Aastha Hospital provides Arthroscopy"",""Aastha Hospital provides Skeletal Dysplasias management"",""Aastha Hospital provides Spinal Therapy"",""Aastha Hospital provides Joint Replacement Surgery"",""Aastha Hospital provides Spinal Fusion"",""Aastha Hospital provides Hip Resurfacing"",""Aastha Hospital provides Joint Dislocation Treatment"",""Offers dental procedures and dental care services"",""""] | [""Dental chair and dental instruments visible in listing photos"",""""] | [""Aastha Hospital is an orthopedic specialty hospital"",""Aastha Hospital is owned by Dr. Pradeep Tiwari"",""Aastha Hospital is located in Noida, Uttar Pradesh, India"",""Dr. Pradeep Tiwari is an orthopedist with 44 years of experience"",""Dr. Pradeep Tiwari is a member of the Orthopaedic Association, Bhopal"",""Aastha Hospital is listed under Best Hospitals in Kalyanpur Kanpur"",""Aastha Hospital is listed among "
gfac_68310210de5a1614,de46c638-bd08-4aab-b5f8-31c4def8851a,Innocent Hearts Superspeciality Hospital – Jalandhar,innocent hearts superspeciality hospital jalandhar,hospital,private,Jalandhar,jalandhar,Jalandhar ,Punjab,punjab,144003,144003,31.279815673828125,75.54847717285156,,,bronze,False,needs_review,"[""maternity"", ""emergency"", ""diagnostic"", ""ncd""]",medium,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6739,https://innocentheartssuperspeciality.com/,27,"Innocent Hearts Superspeciality Hospital – Jalandhar provides multi-disciplinary medical care including General Medicine, Pulmonology, Dermatology and Dental Care, Cardiothoracic Surgery, Cardiology, Orthopaedics, Urology, Nephrology, Radiology, Trauma & Critical Care, Neuro Surgery, ICU & ICCU, Chest Medicine, Pharmacy 24/7. It was established and became operational in October/November 2016 and is located near Wadala Chowk, Nakodar Road, Jalandhar. | [""internalMedicine"",""pulmonology"",""dentistry"",""cardiothoracicSurgery"",""cardiology"",""orthopedicSurgery"",""nephrology"",""urology"",""radiology"",""criticalCareMedicine"",""neurosurgery"",""chestMedicine"",""pediatricOrthopedicSurgery"",""emergencyMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""pulmonology"",""dentistry"",""cardiothoracicSurgery"",""cardiology"",""orthopedicSurgery"",""nephrology"",""urology"",""radiology"",""criticalCareMedicine"",""neurosurgery"",""chestMedicine"",""otolaryngology"",""ophthalmology"",""internalMedicine"",""cardiology"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""nephrology"",""cardiology"",""neurology"",""internalMedicine"",""pulmonology"",""pediatrics"",""psychiatry"",""urology"",""neurosurgery"",""gynecologyAndObstetrics"",""oralAndMaxillofacialSurgery"",""radiology""] | ["""",""Tympanoplasty to repair eardrum perforations"",""Balloon sinuplasty for chronic sinusitis"",""Endoscopic sinus surgery for sinus/nasal conditions"",""Hearing aid fitting for hearing loss"",""Corrective procedures for deviated nasal septum"",""Nasal surgeries for polyps and other structural abnormalities"",""Sinus treatment for chronic or acute sinusitis"",""Performs diagnostic angiography"",""Performs angioplasty (percutaneous coronary intervention)"",""Provides interventional cardiology services"",""Offers pace"
gfac_9ebaa869ab031124,de75c635-914c-49ad-96e2-95222643530c,Alokik Hospital,alokik hospital,hospital,private,Udaipur,udaipur,Udaipur ,Rajasthan,rajasthan,313001,313001,24.595836639404297,73.77427673339844,,,bronze,False,needs_review,"[""maternity"", ""emergency"", ""diagnostic"", ""ncd""]",medium,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6603,https://www.alokikhospital.com/,4,"Alokik Hospital is an ISO certified (ISO 9001:2015-RQ91/9494) Homeopathy hospital and a Medical Research Center. | [""physicalMedicineAndRehabilitation"",""dermatology"",""emergencyMedicine"",""cardiology"",""nephrology"",""gastroenterology"",""pulmonology"",""endocrinologyAndDiabetesAndMetabolism"",""infectiousDiseases"",""orthopedicSurgery"",""neurology"",""chronicDiseasePreventionAndLifestyleMedicine"",""internalMedicine"",""physicalMedicineAndRehabilitation"",""emergencyMedicine"",""radiology"",""clinicalPathology"",""cardiology"",""nephrology"",""gastroenterology"",""endocrinologyAndDiabetesAndMetabolism"",""dermatology"",""ophthalmology"",""neurology"",""orthopedicSurgery"",""pulmonology"",""infectiousDiseases"",""internalMedicine"",""neurology"",""orthopedicSurgery"",""cardiology"",""gynecologyAndObstetrics"",""pediatrics"",""endocrinologyAndDiabetesAndMetabolism"",""internalMedicine"",""otolaryngology"",""physicalMedicineAndRehabilitation"",""urology"",""internalMedicine""] | [""Performs ECG tests"",""Provides X-ray imaging"",""Offers round-the-clock emergency care"",""Hair and skin therapy"",""Physiotherapy services"",""General outpatient services"",""Specialized outpatient services""] | [""On-site laboratory"",""ECG department"",""X-ray department"",""Physiotherapy unit"",""24-hour on-site pharmacy"",""Cafeteria"",""ECG department"",""X-ray department"",""Laboratory"",""Physiotherapy unit"",""ECG department"",""X-ray department"",""Laboratory"",""General Wards"",""Private Rooms"",""24-hour Pharmacy"",""Physiotherapy facilities"",""Cafeteria"",""Administrative block""] | [""Specializes in homeopathy"",""Offers general and specialized outpatient services with 24/7 emergency care"",""ISO 9001:2015 certified"",""Medical Research Center"",""50-bed hospital with in-patient wards and private rooms"",""Has 20 years of experience"",""Has served over 30,000 patients"",""Has 25 experienced staff"",""Has received 14"
gfac_3c7be8a0dc53477a,dec83bf4-c8cd-49d2-8963-506d6f5a6b20,Chinmaya Vision The Eye Hospital,chinmaya vision the eye hospital,hospital,private,New Delhi,new delhi,West ,NCT of Delhi,nct of delhi,110087,110087,28.670095443725582,77.09262084960938,,,bronze,False,passed_proxy_checks,"[""maternity"", ""emergency"", ""diagnostic""]",medium,solo_or_small_team,use_as_proxy_only,no_tier_a_or_b_corroborated_label,0.8822,https://www.whatclinic.com/eye-clinics/india/new-delhi/chinmaya-vision-the-eye-hospital,9,"About Chinmaya Vision The Eye Hospital chinmaya prosthetic centre is making custom made artificial eys for those who have lost their eye due to trauma or infection . this is first centre in north india to start this survice. | [""ophthalmology"",""internalMedicine"",""ophthalmology"",""cataractAndAnteriorSegmentSurgery"",""oculoplasticsAndReconstructiveOrbitalSurgery"",""eyeTraumaAndEmergencyEyeCare"",""internalMedicine"",""retinaAndVitreoretinalOphthalmology"",""refractiveSurgeryOphthalmology"",""radiology"",""internalMedicine"",""ophthalmology"",""cataractAndAnteriorSegmentSurgery"",""corneaOphthalmology"",""glaucomaOphthalmology"",""oculoplasticsAndReconstructiveOrbitalSurgery"",""pediatricsAndStrabismusOphthalmology"",""internalMedicine"",""ophthalmology"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""ophthalmology"",""internalMedicine"",""ophthalmology"",""internalMedicine""] | [""Prosthetic eyes fabrication and custom fitting at Chinmaya prosthetic centre, the first centre in North India to offer this service."",""Cataract surgery using MICS (Micro Incision Cataract Surgery) and Micro Phaco with aspheric, toric, or multifocal intraocular lenses"",""Refractive Lens Exchange (RLE)"",""Intraocular lens implantation with aspheric, toric, and multifocal designs"",""Corneal transplant (keratoplasty)"",""Glaucoma treatment"",""Squint reduction"",""Vision therapy"",""Panretinal photocoagulation (PRP)"",""Phototherapeutic Keratectomy (PTK)"",""Vitrectomy for eye floaters"",""Eye examination and eye specialist consultation"",""Low Vision Examination"",""Prosthetic - Eyes services"",""Eye Specialist Consultation"",""Cataract Treatment"",""MICS - Micro Incision Cataract Surgery"",""Micro Phaco with Aspheric Lens"",""Micro Phaco with Toric Lens"",""Micro Phaco with Multifocal Lens"",""Cornea and refractive surgery"",""Microincision cataract surgery"","""
gfac_dd8870d68b5a8952,ded1dd57-b711-4874-9dcb-e2f66cdad203,Salem Gopi Hospital,salem gopi hospital,hospital,private,Salem,salem,Salem ,Tamil Nadu,tamil nadu,636 007,636007,11.670295715332031,78.15118408203125,,,bronze,False,needs_review,"[""maternity"", ""ncd""]",large,large_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.5762,https://transtan.tn.gov.in/kidney-transplantation.php/address-and-contact-details-of-appropriate-authority-and-authorization-committee-for-tamil-nadu.php,38,"Salem Gopi Hospitals Private Limited – Eye Care and Multi Speciality hospital; Address: 23 B, Ramakrishna Road, Salem, Tamilnadu, 636007, India; Phone: +914272314421 | [""internalMedicine"",""internalMedicine"",""cardiology"",""ophthalmology"",""internalMedicine"",""cardiology"",""otolaryngology"",""neurosurgery"",""urology"",""gynecologyAndObstetrics"",""orthopedicSurgery"",""ophthalmology"",""plasticSurgery"",""gastroenterology"",""nephrology"",""surgicalOncology"",""generalSurgery"",""internalMedicine"",""internalMedicine"",""cardiology"",""otolaryngology"",""neurosurgery"",""urology"",""gynecologyAndObstetrics"",""orthopedicSurgery"",""ophthalmology"",""plasticSurgery"",""gastroenterology"",""nephrology"",""surgicalOncology"",""generalSurgery"",""cardiology"",""otolaryngology"",""neurosurgery"",""urology"",""gynecologyAndObstetrics"",""orthopedicSurgery"",""ophthalmology"",""plasticSurgery"",""gastroenterology"",""nephrology"",""surgicalOncology"",""generalSurgery"",""proctology"",""internalMedicine"",""internalMedicine"",""cardiology"",""otolaryngology"",""neurosurgery"",""urology""] | [""Kidney transplantation"",""Dialysis initiation and ongoing hemodialysis management"",""Performs renal transplant procedures"",""Offers dialysis treatment as part of nephrology services""] | [""Modern dialysis units""] | [""Salem Gopi Hospitals Private Limited provides eye care services."",""Salem Gopi Hospitals Private Limited operates as a multispeciality hospital."",""Listed in HexaHealth Top Hospitals in Salem as Salem Gopi Hospital, Hasthampatti"",""Listed among Top Hospitals in Salem on HexaHealth"",""Salem Gopi Hospital is empanelled under Private (Salem HUD)."",""Private limited hospital in Salem named Salem Gopi Hospital Pvt Ltd"",""Has 44 years in healthcare"",""Branding includes 'KIDNEY CARE' indicating a focus on kidney-related services"",""Has 44 years in healthcare"",""Listed as a Top Hospital "
gfac_447a7894d13e6744,df1f03c7-c970-40e7-9a35-4f294f5a3aaf,Esi hospital,esi hospital,hospital,public,Anantapur,anantapur,Anantapur ,Andhra Pradesh,andhra pradesh,515001,515001,13.617094039916992,79.41603088378906,,,bronze,False,needs_review,"[""maternity"", ""emergency"", ""ncd""]",very_large,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6795,http://www.onefivenine.com/india/Listing/Locality/hospitals/Anantapur/Anantapur/A.narayana-Puram,34,"Listed among Top Hospitals In Pedda Waltair on Practo listing | [""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""pediatrics"",""otolaryngology"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""nephrology"",""ophthalmology"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""dentistry"",""oralAndMaxillofacialSurgery"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""dentistry"",""internalMedicine"",""internalMedicine"",""gynecologyAndObstetrics"",""neurosurgery"",""generalSurgery"",""internalMedicine"",""endocrinologyAndDiabetesAndMetabolism"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""anesthesia"",""cardiology"",""dentistry"",""dermatology"",""gastroenterology"",""internalMedicine"",""generalSurgery"",""gynecologyAndObstetrics"",""nephrology"",""neurology"",""neurosurgery"",""medicalOncology"",""ophthalmology""] | [""""] | [""IV infusion equipment is visible in the hospital corridor photograph.""] | [""Listed as top hospital in Pedda Waltair, Visakhapatnam"",""ESI Hospital is located in Renigunta, Andhra Pradesh, India"",""Geographic coordinates: latitude 13.6365068, longitude 79.497416"",""Listed with rating 3.5 based on 19 reviews"",""ESI Hospital is located in Tadipatri, Andhra Pradesh, India."",""Provides 24/7 emergency services"",""Part of the Employees' State Insurance Corporation (ESIC) hospital network."",""Provides health insurance, cash benefits, and grievance redressal services for employees."",""Located in Adoni, Andhra Pradesh."",""Official ESIC website is esic.nic.in."",""Listed in Medindia's Hospital Directory as a hospital in Bapatla, Andhra Pradesh"",""Located in Nellimarla, Vizianagaram, Andhra Pradesh 535217, India; ESIC HOSPI"
gfac_e1180efa24a804cb,df9db680-b001-4b58-8041-1823014a4d49,SMH-Cancer Centre,smh cancer centre,hospital,private,Karkardooma,karkardooma,East ,NCT of Delhi,nct of delhi,110092,110092,28.645872116088867,77.30178833007812,,,bronze,False,passed_proxy_checks,"[""maternity"", ""emergency"", ""diagnostic"", ""ncd""]",medium,medium_team,use_as_proxy_only,no_tier_a_or_b_corroborated_label,0.8382,https://www.shantimukand.com/departmentmst665,4,"SMH-Cancer Centre is a nodal centre of SMH-Cancer Centre in East Delhi. A premier cancer care centre run and managed by ClearMedi Healthcare with 72 dedicated beds, 12-bed ICU (MICU & SICU) including two isolation beds, and two operating theatres. Services include Medical Oncology, Radiation Oncology, and Surgical Oncology. | [""medicalOncology"",""radiationOncology"",""surgicalOncology"",""neuroOncology"",""gynecologicalOncology"",""urologicOncology"",""cancerRehabilitation"",""internalMedicine"",""internalMedicine"",""radiationOncology"",""medicalOncology"",""surgicalOncology"",""gynecologicalOncology"",""urologicOncology"",""neuroOncology"",""nuclearMedicineAndMolecularImaging"",""radiology"",""cancerRehabilitation"",""hospiceAndPalliativeInternalMedicine"",""surgicalOncology"",""nuclearMedicineAndMolecularImaging"",""anesthesia"",""internalMedicine"",""medicalOncology"",""internalMedicine""] | [""Medical Oncology services including Day-Care Chemotherapy, Indoor Chemotherapy, Target Therapy, and Immunotherapy"",""Radiation Oncology services including Linear Accelerator – Halcyon by Varian, IGRT, IMRT, 3DCRT, and PET Based RT Planning"",""Surgical Oncology services including Breast Conservation, Cytoreductive Surgery, HIPEC Surgery, Head & Neck Surgery, GI & Thoracic Surgery, and Minimally Invasive Cancer Surgery"",""Special Clinic services including Breast Clinic, Cancer Screening, Neuro Oncology, Gynae Oncology, Uro-Oncology""] | [""Linear Accelerator – Halcyon by Varian"",""Two advanced operating theatres with a well-equipped recovery room""] | [""Premier cancer care centre with state-of-the-art surgical, medical and radiation oncology"",""Psycho-Oncology and rehabilitation facilities"",""Centre run and managed by ClearMedi Healthcare"",""Has 72 dedicated beds for cancer patients"",""Has a 12-bedded ICU (MICU & SICU) including two iso"
gfac_5abd5d058a4b078a,dfa073a8-e453-4fb3-bc11-691f4270e56c,Raj Hospital,raj hospital,hospital,private,Ranchi,ranchi,Ranchi ,Jharkhand,jharkhand,834001,834001,23.35651588439941,85.32283782958984,,,bronze,False,passed_proxy_checks,"[""maternity"", ""emergency"", ""diagnostic"", ""ncd""]",large,large_team,use_as_proxy_only,no_tier_a_or_b_corroborated_label,0.985,https://vardaanhospitals.org/blogs/top-10-best-pregnancy-hospitals-in-ranchi-jharkhand,39,"Raj Hospital is one of the oldest and most trusted healthcare institutions in Ranchi. With a dedicated maternity ward and advanced delivery care units, it has earned a reputation as the best pregnancy hospital in Ranchi. The hospital provides comprehensive prenatal care, safe delivery options, and neonatal services. The team of skilled gynecologists in Ranchi ensures that every stage of pregnancy is monitored carefully, especially in high-risk cases. Their patient-first approach has made Raj Hospital a household name for families across Jharkhand. | [""internalMedicine"",""gynecologyAndObstetrics"",""pediatrics"",""neonatologyPerinatalMedicine"",""medicalOncology"",""plasticSurgery"",""radiology"",""urology"",""orthopedicSurgery"",""gastroenterology"",""endocrinologyAndDiabetesAndMetabolism"",""emergencyMedicine"",""criticalCareMedicine"",""internalMedicine"",""internalMedicine"",""nephrology"",""aestheticAndCosmeticSurgery"",""cardiology"",""criticalCareMedicine"",""dentistry"",""dermatology"",""emergencyMedicine"",""otolaryngology"",""ophthalmology"",""gastroenterology"",""internalMedicine"",""generalSurgery"",""nephrology"",""neurosciences"",""obstetricsAndGynaecology"",""medicalOncology"",""orthopedicSurgery"",""pediatrics"",""physicalMedicineAndRehabilitation"",""pulmonology"",""urology"",""oralAndMaxillofacialSurgery"",""dentistry"",""oralAndMaxillofacialSurgery"",""obstetricsAndGynaecology"",""paediatrics"",""internalMedicine"",""cardiology"",""criticalCareMedicine"",""dermatology"",""emergencyMedicine"",""ent"",""ophthalmology"",""gastroenterology"",""generalSurgery""] | [""Provides comprehensive prenatal care"",""Offers safe delivery options"",""Provides neonatal services"",""Monitors high-risk pregnancies"",""Provides dialysis treatment through Nephro Plus Dialysis Center on site at Raj Hospital, Main Road, Ranchi"",""IVUS-guided angioplasty was performed at Raj Hospit"
gfac_311f287af4d17e17,dfb2a74d-73ec-4d32-bf8c-8a10ed37a5c4,"Lingraj Laser Dental Clinic, Jaydev Vihar",lingraj laser dental clinic jaydev vihar,clinic,private,Bhubaneswar,bhubaneswar,Khordha ,Odisha,odisha,751001,751001,20.30858612060547,85.81990051269531,,,bronze,False,passed_proxy_checks,"[""diagnostic""]",small,solo_or_small_team,use_as_proxy_only,no_tier_a_or_b_corroborated_label,0.9188,https://www.practo.com/bhubaneswar/clinic/lingraj-laser-dental-clinic-jaydev-vihar,10,"Our Motto Is To Provide Painless And Blood Controlled Dental Treatments With Our Brand Leading Lasers And No Pain Computerized Injection System (1st Time In Eastern India). We Are Also Equipped With Trophy R.V.G 600 (Film-less X-Ray System) From France.We Are Also Equipped With Trophy R.V.G 600 (Film-less X-Ray System) From France. This Advanced Computerized X-Ray System Produces Ultra High Resolution Digital Images In Seconds That Aid In Prompt Diagnosis And Accurate Treatment. This Also Reduces Patient X-Ray Exposure By 90 Percent. | [""dentistry"",""periodontics"",""prosthodontics"",""endodontics"",""aestheticDentistry"",""dentoalveolarSurgery"",""familyMedicine"",""dentistry"",""endodontics"",""orthodontics"",""oralAndMaxillofacialSurgery"",""aestheticDentistry"",""prosthodontics"",""dentalAnesthesia"",""familyMedicine"",""familyMedicine"",""dentistry"",""endodontics"",""familyMedicine"",""dentistry"",""endodontics"",""orthodontics"",""prosthodontics"",""oralAndMaxillofacialSurgery"",""familyMedicine"",""dentistry"",""endodontics"",""oralAndMaxillofacialSurgery"",""orthognathicSurgery"",""oralPathology"",""prosthodontics"",""cosmeticDentistry"",""familyMedicine"",""generalDentistry"",""radiology"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""endodontics"",""orthodontics"",""prosthodontics"",""periodontics"",""familyMedicine""] | [""Mucogingival surgery"",""Acrylic partial denture"",""Crowns and bridges fixing"",""Artificial teeth"",""BPS dentures fixing"",""Cast partial denture"",""Conservative dentistry"",""Cosmetic/Aesthetic dentistry"",""Complete/Partial dentures fixing"",""Impaction/Impacted tooth extraction"",""Single Sitting Root Canal Treatment"",""Oral Surgery Service"",""Teeth Cleaning Service"",""Teeth Polishing Service"",""Orthodontic Treatments (For Irregular Teeth)"",""Laser Teeth Whitening"",""Treatment of Bad Breath and Bleeding Gums with Laser"","""
gfac_09c040914237ca34,dff12c33-6bac-4ea0-9c45-381da9c8cb9f,Nirmala Hospital,nirmala hospital,hospital,private,Thiruvananthapuram,thiruvananthapuram,Kozhikode ,Kerala,kerala,673012,673012,9.9821138381958,76.58506774902344,,,bronze,False,needs_review,"[""maternity"", ""emergency"", ""diagnostic"", ""ncd""]",very_large,large_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6891,http://www.onefivenine.com/india/Places/Taluk/Thiruvananthapuram/Neyyattinkara/Hospital,37,"Nirmala Hospital is a 350-bed multi-super speciality hospital located in Calicut, Kerala, India. | [""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""anesthesia"",""cardiology"",""dermatology"",""dentistry"",""emergencyMedicine"",""otolaryngology"",""gastroenterology"",""generalSurgery"",""nephrology"",""neurology"",""gynecologyAndObstetrics"",""orthopedicSurgery"",""pediatrics"",""pathology"",""plasticSurgery"",""pulmonology"",""psychiatry"",""radiology"",""urology"",""neonatologyPerinatalMedicine"",""pediatrics"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""cardiology"",""neurology"",""gynecologyAndObstetrics"",""orthopedicSurgery"",""internalMedicine"",""urology"",""pulmonology"",""otolaryngology""] | [""Offers general and laparoscopic surgical procedures"",""""] | [""Has intensive care units (ICUs) as part of its facilities"",""Maternity and Child Health Wing as dedicated infrastructure"",""NABL accreditation for Nirmala Hospital Laboratory"",""Wheel chair accessible in car parking"",""Wheel chair accessible entrance and exit"",""""] | [""Established in 1937"",""Has 350 beds"",""Located in Kozhikode, Kerala, India"",""Nirmala Hospital is a hospital located in Thiruvananthapuram."",""Has a 350-bed capacity"",""Established in 1937"",""Has over 85 years of experience"",""Operates across 2+ institutions"",""Employs over 300 doctors and staff"",""Has more than 20 departments"",""Has NABH Entry Level Accreditation for infection control"",""Offers 24-hour Pharmacy Services"",""Has a Medical ICU"",""Has a Neonatal ICU"",""Has an on-site Laboratory"",""Has a Department of Obs"
