active_uncertainty_rank,active_uncertainty_score,active_learning_action,active_learning_reasons,state_ut,district_name,planning_category,observed_facility_rows,health_need_score,care_gap_score,trust_gap_score,district_medical_desert_priority_score,district_data_quality_score,district_uncertainty_level,aggregate_ci_width,sample_size_uncertainty_score,needs_human_review_rate,needs_human_review_rate_ci_low,needs_human_review_rate_ci_high,critical_supply_gap_rate,critical_supply_gap_rate_ci_low,critical_supply_gap_rate_ci_high,trustworthy_supply_rate,trustworthy_supply_rate_ci_low,trustworthy_supply_rate_ci_high,capacity_observed_rate,capacity_observed_rate_ci_low,capacity_observed_rate_ci_high,doctor_observed_rate,doctor_observed_rate_ci_low,doctor_observed_rate_ci_high,sample_facility_names,sample_claim_evidence,sample_source_urls
65,0.753,uncertainty_band_reduction,"[""high_care_gap"", ""high_trust_gap"", ""higher_uncertainty_level"", ""wide_rate_confidence_intervals"", ""small_observed_facility_sample"", ""high_critical_supply_gap_rate""]",Uttar Pradesh,Mahrajganj ,mixed_or_monitor,2,0.4992917847025496,0.6613513722746613,0.8999999999999999,0.58597690702022,0.723,higher,0.6883,0.9,1.0,0.34237195288961925,1.0,1.0,0.34237195288961925,1.0,0.0,0.0,0.6576280471103807,0.5,0.09452865480086614,0.9054713451991339,0.0,0.0,0.6576280471103807,Ishan Pathology; KMC Digital Hospital,"Pathology Lab | [""pathology"",""pathology"",""Cytopathology"",""maternalFetalMedicineOrPerinatology"",""andrologyAndMaleFertility"",""endocrinologyAndDiabetesAndMetabolism"",""pathology"",""pathology"",""familyMedicine"",""pathology"",""pathology"",""pathology"",""pathology"",""familyMedicine""] | [""Ishan Pathology operates as a pathology laboratory offering tests including Complete Blood Count (CBC) and related hematology panels."",""Ishan Pathology offers lipid profile testing."",""Ishan Pathology offers thyroid function tests."",""Ishan Pathology offers liver function tests."",""Ishan Pathology offers renal/kidney function panels (RFT/KFT)."",""Ishan Pathology offers HIV testing."",""Ishan Pathology offers hepatitis testing."",""Ishan Pathology offers pregnancy testing."",""Ishan Pathology offers semen analysis."",""Ishan Pathology provides blood test home visits."",""Pregnancy Tests"",""Complete Blood Count (CBC)"",""Lipid Profile"",""","[""https://www.justdial.com/Maharajganj/Ishan-Pathology-Near-Bank-Of-India-Gorakhpur-Road/9999P5523-5523-240831125540-C1C3_BZDET"",""https://rudra-prayag.uttarakhandonline.in/blood-test-and-path-labs/2820"",""https://www.facebook.com/103009475181614"",""https://shahdol.mponline.in/blood-test-and-path-labs/2820"",""https://forbesganj.biharonline.in/blood-test-and-path-labs/2820"",""https://www.mainpurionline.in/cancer-marker-tests-blood-test-and-path-labs/32174"",""https://www.facebook.com/Ishanpathologylab/"",""https://bazpur.uttarakhandonline.in/blood-test-and-path-labs/2820"",""https://maharajganj.uponline.in/business/ishan-pathology-47029"",""https://www.dehradunonline.in/hemoglobin-a1c-hba1c-blood-test-and-path-labs/32155"",null]; [""https://kmcmedicalcollege.com/hospital"",""https://www.ambitionbox.com/overview/kmc-digital-hospital-overview"",""https://www.drlogy.com/ayushman-bharat/hospitals/uttar-pradesh/"
66,0.7526,uncertainty_band_reduction,"[""high_trust_gap"", ""higher_uncertainty_level"", ""wide_rate_confidence_intervals"", ""small_observed_facility_sample"", ""high_critical_supply_gap_rate""]",Rajasthan,Karauli ,supply_record_quality_problem,1,0.3333333333333333,0.6105600539811067,0.9999999999999999,0.5347840755735492,0.609,higher,0.7935,0.95,1.0,0.20654329147389294,1.0,1.0,0.20654329147389294,1.0,0.0,0.0,0.7934567085261071,0.0,0.0,0.7934567085261071,0.0,0.0,0.7934567085261071,Malik Dental Hospital,"a leading visionary in dental care | [""dentistry"",""internalMedicine"",""dentistry"",""internalMedicine"",""dentistry"",""internalMedicine"",""dentistry"",""internalMedicine"",""dentistry"",""orthodontics"",""aestheticDentistry""] | [""Performs laser gingivoplasty"",""Performs laser root canal treatment (Laser RCT)"",""Offers laser dentistry services""] | [""Wheelchair accessible entrance and exit"",""Laser dentistry equipment used for dental procedures""] | [""Has a new branch in Jhotwara, Jaipur"",""New branch in Jhotwara, Jaipur was announced on 1 September 2024"",""Specializes in orthodontic care"",""Specializes in facial aesthetics"",""Offers painless laser surgeries"",""Offers laser dentistry services""]","[""https://www.justdial.com/Hindaun/Malik-Dental-Hospital-In-Front-Of-Jaat-Ki-Saray-Stadium-Hindaun-City/9999P7469-7469-221202004723-F8X1_BZDET/reviews"",""https://www.facebook.com/107411701897585"",""https://www.facebook.com/p/Malik-Dental-Hospital-100082820860255/"",""https://www.facebook.com/107411701897585"",""https://www.justdial.com/Hindaun/Malik-Dental-Hospital-In-Front-Of-Jaat-Ki-Saray-Stadium-Hindaun-City/9999P7469-7469-221202004723-F8X1_BZDET"",null]"
67,0.7506,uncertainty_band_reduction,"[""high_trust_gap"", ""higher_uncertainty_level"", ""wide_rate_confidence_intervals"", ""small_observed_facility_sample"", ""high_critical_supply_gap_rate""]",Bihar,Rohtas ,supply_record_quality_problem,2,0.47007790368271957,0.6452837377137549,0.95,0.5669878843573305,0.68,higher,0.6576,0.9,1.0,0.34237195288961925,1.0,1.0,0.34237195288961925,1.0,0.0,0.0,0.6576280471103807,0.0,0.0,0.6576280471103807,0.0,0.0,0.6576280471103807,Apna Homoeo Clinic; Dental Clinic,"Homeopathic clinic (Apna Homoeo Clinic) | [""familyMedicine"",""familyMedicine"",""familyMedicine"",""familyMedicine""] | [""Offers homeopathic consultation services"",""Provides homeopathic consultations and treatments"",""Offers homeopathic treatment for pigmentary diseases"",""Offers homeopathic treatment for joint pain"",""Provides stress management programs"",""Provides bed-wetting management"",""Provides homeopathic consultation and treatment""] | [""Stethoscope visible on the doctor's desk"",""Tensoval blood pressure monitor present"",""Shelves stocked with homeopathic medicines"",""Stethoscope visible in clinic interior photos""] | [""Established in 1992"",""Outpatient homeopathic clinic"",""Affiliated with Dr. A.K. Pandey, DHMS (BU)"",""Founded in 1992"",""Specializes in homeopathic health services and holistic treatments"",""Has 33 years of healthcare experience"",""Specializes in homeopathy"",""Has 33 years of healthcare","[""https://www.justdial.com/Dehri-On-Sone/Apna-Homoeo-Clinic-Near-Dehri-Municipal-Office-Dehri-Bmp/9999P6188-6188-220726151600-H3C3_BZDET/photos"",""https://www.justdial.com/Dehri-On-Sone/Apna-Homoeo-Clinic-Near-Dehri-Municipal-Office-Dehri-Bmp/9999P6188-6188-220726151600-H3C3_BZDET"",""https://www.justdial.com/Rohtas/Apna-Homoeo-Clinic-Near-Dehri-Municipal-Office-Dehri-On-Sone/9999P6188-6188-220726151600-H3C3_BZDET/reviews"",""https://www.facebook.com/1511919728842028"",null]; [""https://www.indiainfo.net/d/dental-clinic-in-rohtas"",""https://www.facebook.com/148112898871524"",""https://www.facebook.com/105026368309482"",null,null]"
68,0.7494,uncertainty_band_reduction,"[""high_care_gap"", ""high_trust_gap"", ""higher_uncertainty_level"", ""wide_rate_confidence_intervals"", ""small_observed_facility_sample"", ""high_critical_supply_gap_rate""]",Bihar,Sheikhpura ,mixed_or_monitor,2,0.5016525023607177,0.6626497669866538,0.8999999999999999,0.5875113734980293,0.565,higher,0.6576,0.9,1.0,0.34237195288961925,1.0,1.0,0.34237195288961925,1.0,0.0,0.0,0.6576280471103807,0.0,0.0,0.6576280471103807,0.0,0.0,0.6576280471103807,Primary Health Centre Marauna; Referal Hospital,"PHC Marauna is an Ayushman Card Empanelled Hospital located in Supaul, Bihar under Ayushman Bharat – PM-JAY. | [""internalMedicine"",""gynecologyAndObstetrics"",""familyMedicine"",""internalMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""familyMedicine"",""familyMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""familyMedicine"",""internalMe","[""https://ayushmancardhospitals.com/community-health-centre-sono-jamui-bihar/"",""https://ayushmancardhospitals.com/referral-hospital-amarpur-banka-bihar/"",""http://www.onefivenine.com/india/Listing/Town/hospitals/Lakhisarai/Ramgarh-Chowk"",""http://www.onefivenine.com/india/villages/Lakhisarai/Halsi/Bandol-Tola"",""http://www.onefivenine.com/india/Listing/Town/hospitals/Godda/Pathergama"",""http://www.onefivenine.com/india/Listing/Town/hospitals/Gaya/Paraiya"",""http://www.onefivenine.com/india/villages/Arwal/Arwal/Piprabangla"",""https://www.onefivenine.com/india/villages/Nalanda/Ben/Birbal-Bigha"",""http://www.onefivenine.com/india/Listing/Town/hospitals/Samastipur/Patori"",""https://www.onefivenine.com/india/Listing/Locality/hospitals/Gaya/Gaya/Manpur-Patwatoli"",""http://www.onefivenine.com/india/Listing/Town/hospitals/Aurangabad/Barun"",""http://www.onefivenine.com/india/villages/Kaimur-_3aBhabua_4a/Bh"
69,0.749,stress_test_desert_call,"[""high_care_gap"", ""high_health_need"", ""high_trust_gap"", ""higher_uncertainty_level"", ""wide_rate_confidence_intervals"", ""small_observed_facility_sample"", ""high_critical_supply_gap_rate""]",Bihar,Saran ,real_desert_candidate,2,0.6176817752596789,0.7264658670810826,0.6749999999999999,0.662930400882354,0.82,higher,0.7496,0.9,0.5,0.09452865480086614,0.9054713451991339,0.5,0.09452865480086614,0.9054713451991339,0.0,0.0,0.6576280471103807,0.5,0.09452865480086614,0.9054713451991339,0.0,0.0,0.6576280471103807,Shri Moti Singh Jageshwari Ayurveda College and Hospital; Sanjeevan Sparsh Hospital,"Shri Moti Singh Jageshwari Ayurveda College and Hospital in Chapra, Bihar. Recognised by the Ministry of AYUSH, Govt. of India; affiliated to Bihar University of Health Sciences, Patna; NCISM recognition; offers BAMS (4.5 years); intake 60 UG seats. | [""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine""] | ["""",""""] | ["""",""Well-equipped laboratories for anatomy, physiology, and pharmacology"",""Ayurveda Sharir Museum"",""Library with Ayurvedic texts and modern journals"",""Herbal garden with 200+ medicinal plants"",""IT infrastructure for ICT-enabled classrooms"",""Ambulance and 24x7 on-site emergency services"",""Attached hospital for clinical training with departments Kayachikitsa, Panchakarma, Shalya Tantra"",""""] | [""Recognised by the Ministry of AYUSH, Govt. of India"",""Affiliated to Bihar University of Health Sciences,","[""https://motiayurved.com/collage_overview.php"",""https://motiayurved.com/contact.php"",""https://ayurvediccollegeindia.com/college-search/shri-motisingh-jageshwari-ayurved-college-hospital/"",""https://www.facebook.com/107271891513539"",""https://edutechagra.com/shri-moti-singh-jageshwari-ayurved-college-hospital-chapra/"",""https://www.justdial.com/Chapra/Hospitals-in-Sahebganj/nct-10253670/page-3"",""https://www.facebook.com/160271123829986"",""https://www.aimset.in/college/shri-motisingh-jageshwari-ayurved-college-hospital"",null,null]; [""https://www.justdial.com/Chapra/Sanjeevan-Sparsh-Hospital-Bhagwan-Bazar/9999P6152-6152-220329215758-E2F5_BZDET"",""https://www.justdial.com/Saran/Sanjeevan-Sparsh-Hospital-Bhagwan-Bazar/9999P6152-6152-220329215758-E2F5_BZDET/reviews"",""https://www.instagram.com/p/DBTPo48y_0a/"",""http://www.sanjeevansparshhospital.com/"",""https://www.facebook.com/114046070784969"",""http"
70,0.7488,uncertainty_band_reduction,"[""high_trust_gap"", ""higher_uncertainty_level"", ""wide_rate_confidence_intervals"", ""small_observed_facility_sample"", ""high_critical_supply_gap_rate""]",Rajasthan,Bundi ,mixed_or_monitor,1,0.3914660056657224,0.6425330237639206,0.8999999999999999,0.5725703125896022,0.756,higher,0.7935,0.95,1.0,0.20654329147389294,1.0,1.0,0.20654329147389294,1.0,0.0,0.0,0.7934567085261071,0.0,0.0,0.7934567085261071,0.0,0.0,0.7934567085261071,"Balaji Lab - Collection Center; Shop No. 35, Rajat Colony gate no.2 Nenva Road Bundi","Balaji Diagnostic and research center is best Diagnostics in Bundi Rajasthan. Balaji Lab offers a wide range of diagnostic services. And have experienced qualified team that deliver quality services with the latest technology and utmost ethical and clinical standards. | [""radiology"",""pathology"",""familyMedicine"",""radiology"",""pathology"",""familyMedicine"",""radiology"",""pathology"",""cardiology"",""neurology"",""familyMedicine"",""pathology"",""radiology"",""endocrinologyAndDiabetesAndMetabolism"",""radiology"",""pathology"",""neurology"",""familyMedicine"",""radiology"",""familyMedicine""] | [""Multi-Slice CT Scan"",""Sonography including 3D/4D Ultrasound"",""Digital X-Ray"",""ECG"",""TMT"",""EEG"",""Blood Test"",""Offers Multi-Slice CT Scan"",""Provides Sonography including 3D/4D ultrasound"",""Provides Digital X-Ray services"",""Performs ECG testing"",""Performs TMT (treadmill test)"",""Performs EEG testing"",""Conducts blood tests"",""Provide","[""http://www.balajilab.com/"",""http://www.balajilab.com/"",""http://www.balajilab.com/"",""https://www.balajilab.com/"",""https://www.justdial.com/Bundi/Balaji-Diagnostic-Research-Centre-Opposite-Kumbha-Stadium-Near-Hotel-Grand-Parmeshwari-Madhuban-Colony-Madhuban-Colony/9999PMULDELSTD30033_BZDET"",""http://www.balajilab.com/"",""https://www.facebook.com/799687973426837"",""https://www.balajilab.com/blood-test"",""https://dir.indiamart.com/ajmer/x-ray-services.html"",null]"
71,0.7472,uncertainty_band_reduction,"[""high_care_gap"", ""high_trust_gap"", ""higher_uncertainty_level"", ""wide_rate_confidence_intervals"", ""small_observed_facility_sample""]",Telangana,Adilabad ,supply_record_quality_problem,1,0.45703493862134087,0.6785959368895108,0.7999999999999999,0.6151901190107542,0.778,higher,0.7935,0.95,1.0,0.20654329147389294,1.0,0.0,0.0,0.7934567085261071,0.0,0.0,0.7934567085261071,1.0,0.20654329147389294,1.0,1.0,0.20654329147389294,1.0,Srinivasa Nursing Home,"Director: Dr. K Rama Ashok | [""familyMedicine"",""gynecologyAndObstetrics"",""generalSurgery"",""anesthesia"",""radiology"",""internalMedicine"",""familyPlanningAndComplexContraception"",""physicalMedicineAndRehabilitation"",""orthopedicSurgery"",""neurology"",""gynecology"",""dermatology"",""dermatology"",""cosmeticDermatology"",""pediatricDermatology"",""generalSurgery"",""gynecologyAndObstetrics"",""internalMedicine"",""obstetricsAndMaternityCare"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""gynecologyAndObstetrics"",""internalMedicine"",""obstetricsAndMaternityCare"",""orthopedicSurgery"",""internalMedicine"",""pediatrics"",""obstetricsAndMaternityCare"",""gynecologyAndObstetrics"",""internalMedicine"",""gynecologyAndObstetrics"",""obstetricsAndMaternityCare"",""internalMedicine"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""familyMedicine"",""gynecologyAndObstetrics"",""internalMedicine"",""obstetricsAndMatern","[""http://www.healthinsuranceindia.org/cashless_hospital_india/andhra_pradesh.html"",""https://www.practo.com/hyderabad/clinic/sathyam-homoeopathy-dilsukhnagar"",""https://www.clinicspots.com/hospital/vijaya-nursing-home-2"",""https://www.practo.com/hyderabad/clinic/spandana-physiotherapy-clinic-chanda-nagar"",""https://www.practo.com/hyderabad/clinic/dr-venus-institute-of-skin-hair-speciality-clinics-chanda-nagar"",""https://www.docindia.org/doctors/hyderabad/dr-m-v-ranga-rao-surgery"",""https://www.medicineindia.org/hospitals-in-city/hyderabad-andhra-pradesh"",""https://www.medicineindia.org/hospitals-in-state/andhra-pradesh"",""https://www.medicineindia.org/hospitals-in-city/hyderabad-andhra-pradesh"",""https://www.medicineindia.org/hospitals-in-city/hyderabad-andhra-pradesh"",""https://www.medicineindia.org/hospitals-in-city/hyderabad-andhra-pradesh"",""https://www.medicineindia.org/hospitals-in-city/hyder"
72,0.7464,uncertainty_band_reduction,"[""high_care_gap"", ""high_trust_gap"", ""higher_uncertainty_level"", ""wide_rate_confidence_intervals"", ""small_observed_facility_sample""]",Uttar Pradesh,Sitapur ,supply_record_quality_problem,1,0.45432011331444766,0.6771027829707195,0.7999999999999999,0.6134254825612735,0.766,higher,0.7935,0.95,1.0,0.20654329147389294,1.0,0.0,0.0,0.7934567085261071,0.0,0.0,0.7934567085261071,1.0,0.20654329147389294,1.0,1.0,0.20654329147389294,1.0,"Primary Health Center, Katarkhatav","A primary health sub-centre located in the village of Tulas, providing primary health care services with 0 doctors and 2 paramedical staff. | [""internalMedicine"",""familyMedicine"",""internalMedicine"",""gynecologyAndObstetrics"",""infectiousDiseases"",""familyPlanningAndComplexContraception"",""familyMedicine"",""maternalAndChildHealth"",""pediatrics"",""infectiousDiseases"",""familyPlanningAndComplexContraception"",""familyMedicine"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""maternalAndChildHealth"",""infectiousDiseases"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""familyMedicine"",""generalMedicine"",""familyMedicine"",""inte","[""https://www.satara.gov.in/en/public-utilities/hospitals/"",""https://geolysis.com/p/in/mh/sindhudurg/vengurla/tulas"",""https://geolysis.com/p/in/up/sitapur/misrikh/macharehta"",""https://nashik.gov.in/en/public-utility/primary-health-centre-wavi/"",""https://www.satara.gov.in/en/public-utilities/hospitals/"",""https://www.satara.gov.in/en/public-utilities/hospitals/"",""https://www.satara.gov.in/en/public-utilities/hospitals/"",""https://www.satara.gov.in/en/public-utilities/hospitals/"",""https://www.satara.gov.in/en/public-utilities/hospitals/"",""https://nagpur.gov.in/health/"",""https://nashik.gov.in/en/public-utility-category/hospitals/page/6/"",""https://cprindia.org/author/admin/"",""http://www.onefivenine.com/india/Listing/Town/hospitals/Pune/Khed"",""https://nagarzp.gov.in/en/health/"",""https://www.satara.gov.in/en/public-utilities/hospitals/"",""https://www.satara.gov.in/en/public-utilities/hospitals/"","
73,0.7456,uncertainty_band_reduction,"[""high_trust_gap"", ""higher_uncertainty_level"", ""wide_rate_confidence_intervals"", ""small_observed_facility_sample"", ""high_critical_supply_gap_rate""]",Gujarat,Devbhumi Dwarka ,supply_record_quality_problem,3,0.5239022662889518,0.6475592019245106,0.8999999999999999,0.5637146107396405,0.675,higher,0.6631,0.85,1.0,0.43849391955098227,1.0,0.6666666666666666,0.2076549551264879,0.9385096847238394,0.0,0.0,0.5615060804490177,0.3333333333333333,0.0614903152761605,0.7923450448735121,0.3333333333333333,0.0614903152761605,0.7923450448735121,Sanjeevni Hospital; Param Hospital; Vedant Multispeciality Hospital,"Open 24 Hrs | [""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""medicalOncology"",""internalMedicine"",""gynecologyAndObstetrics"",""obstetricsAndMaternityCare"",""reproductiveEndocrinologyAndInfertility"",""radiology"",""adolescentMedicine"",""familyPlanningAndComplexContraception"",""menopauseAndMidlifeHealth"",""medicalOncology"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""generalSurgery"",""internalMedicine"",""criticalCareMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMe","[""http://www.onefivenine.com/india/Places/Taluk/Anand/Umreth/Hospital"",""https://www.justdial.com/Gandhidham/Hospitals-in-Vinayak-Society/nct-10253670"",""http://www.onefivenine.com/india/villages/Jamnagar/Okhamandal/Makanpur"",""http://www.healthinsuranceindia.org/cashless_hospital_india/gujrat.html"",""http://www.onefivenine.com/india/Listing/Locality/hospitals/Porbandar/Porbandar/Dut-Sai-Nagar"",""http://www.onefivenine.com/india/Listing/Locality/hospitals/Gandhinagar/Gandhinagar/Sector-18"",""https://www.justdial.com/Gandhidham/Sanjeevani-Hospital-Near-Hero-Showroom-Behind-Croma-Showroom-Gandhidham-Sector-1/9999P2836-2836-200826123402-A2W3_BZDET"",""http://brindagynec.com/"",""https://www.mappls.com/place-sanjeevani+hospital-swastik+society-sihor-gujarat-364240-AFJE1P@zdata=MjEuNzE5MTY5KzcxLjk1ODY0OSsxNytBRkpFMVArK25yed"",""http://www.cashlesshospitalindia.com/cashless-hospital-india/gujrat.html"",""ht"
74,0.7432,uncertainty_band_reduction,"[""high_trust_gap"", ""higher_uncertainty_level"", ""wide_rate_confidence_intervals"", ""small_observed_facility_sample"", ""high_critical_supply_gap_rate""]",Tamil Nadu,Thiruvarur ,mixed_or_monitor,1,0.37370160528800755,0.6327626035561775,0.8999999999999999,0.5610234523440875,0.696,higher,0.7935,0.95,1.0,0.20654329147389294,1.0,1.0,0.20654329147389294,1.0,0.0,0.0,0.7934567085261071,0.0,0.0,0.7934567085261071,0.0,0.0,0.7934567085261071,"Deepam Homoeo Clinic, 29A, Pidari Kovil Street, Thiruvarur – 610001, Tamil Nadu, India","Deepam Homoeo Clinic is the centre of Homoeopathic treatment for male infertility. We are giving the Homoeopathic medicines to solve the varicocele problem without going for Surgery. | [""familyMedicine"",""andrologyAndMaleFertility"",""reproductiveEndocrinologyAndInfertility"",""familyMedicine"",""internalMedicine""] | [""Varicocele treatment without surgery"",""Oligospermia treatment without surgery"",""Azoospermia treatment without surgery"",""Impotence treatment without surgery"",""Treatment for sperm DNA fragmentation"",""Homeopathic treatment for tonsillitis"",""Homeopathic treatment for gallbladder stones"",""Homeopathic treatment for nasal polyps"",""Non-surgical varicocele treatment"",""Homeopathic treatment for azoospermia"",""Homeopathic treatment for male infertility"",""Homeopathic treatment for oligospermia""] | [] | [""Non-surgical treatment for varicocele and other male infertility conditions using homeopa","[""https://www.deepamhomoeoclinics.com/physician.html"",""https://www.facebook.com/1164586300284200"",null]"
75,0.7423,uncertainty_band_reduction,"[""high_care_gap"", ""high_trust_gap"", ""higher_uncertainty_level"", ""wide_rate_confidence_intervals"", ""small_observed_facility_sample"", ""high_critical_supply_gap_rate""]",Odisha,Puri ,mixed_or_monitor,2,0.47904863078375826,0.6502176376193262,0.8999999999999999,0.5728188569730056,0.696,higher,0.6576,0.9,1.0,0.34237195288961925,1.0,1.0,0.34237195288961925,1.0,0.0,0.0,0.6576280471103807,0.0,0.0,0.6576280471103807,0.0,0.0,0.6576280471103807,Ayurdwar Clinic; Usha Memorial Clinic,"Ayurdwar Clinic is a complete centre of Ayurveda, Panchakarma, Yoga & Alternative Healing. | [""familyMedicine"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""familyMedicine""] | | | [""Offers Ayurveda, Panchakarma, Yoga and Alternative Healing services"",""Located in Puri, Odisha, India"",""Listed under the 'Alternative & Holistic Health Service' category on Facebook""]; Usha Memorial Clinic is a private hospital in Puri, Odisha. | [""familyMedicine"",""internalMedicine"",""gynecologyAndObstetrics"",""internalMedicine"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""dentistry"",""radiology"",""familyMedicine"",""familyMedicine""] | [] | [""Has wheelchair-accessible car parking"",""Has wheelchair-accessible entrance and exit""] | [""Listed as a hospital in Pipili, Odisha, India"",""Has a rating of 4.7 based on 18 reviews"",""Private hospital in Puri, Odisha"",""Listed in Medindia's hospital directory as Usha Me","[""https://www.facebook.com/539601832718995"",""https://ayurdwar.com/contact-us/"",""https://ayurdwar.com/team/"",""https://www.facebook.com/ayurdwar/"",""http://ayurdwar.com/"",null]; [""https://rentechdigital.com/smartscraper/business-report-details/india/odisha/list-of-hospitals-in-pipili"",""https://in.infoaboutcompanies.com/Catalog/OD/Pipili/Emergency-Clinic/Usha-Memorial-Clinic"",""https://chotu.com/local/dental-clinics-in-puri-odisha-india/ct-18418806/"",""https://www.medindia.net/directories/hospitals/usha-memorial-clinic-puri-odisha-8536.htm"",""https://www.medindia.net/directories/hospitals/gop-community-health-centre-chc-puri-odisha-105164.htm"",""https://www.justdial.com/Puri/Usha-Memorial-Clinic-Pipili/9999P6752-6752-180628162051-H8S7_BZDET"",""https://www.facebook.com/1597808953580314"",null]"
76,0.7402,uncertainty_band_reduction,"[""high_care_gap"", ""high_trust_gap"", ""higher_uncertainty_level"", ""wide_rate_confidence_intervals"", ""small_observed_facility_sample"", ""high_critical_supply_gap_rate""]",Maharastra,Nandurbar ,supply_record_quality_problem,4,0.5881137865911238,0.6646569146089238,0.875,0.5799460260615583,0.683,higher,0.5882,0.8,1.0,0.5100999795960008,1.0,0.75,0.3006360524426366,0.9544139373553637,0.0,0.0,0.48990002040399916,0.25,0.045586062644636216,0.6993639475573634,0.25,0.045586062644636216,0.6993639475573634,Sushrut Nursing Home; Patel Dental Clinic; Dr.Ahuja's Multispeciality Dental Clinic; Smit Hospital,"Sushrut Nursing Home listed with Dr. Pradeep Jain in Shahada, Nandurbar, Maharashtra. | [""internalMedicine"",""familyMedicine"",""medicalOncology"",""familyMedicine"",""internalMedicine"",""internalMedicine"",""dentistry"",""internalMedicine""] | [""""] | [""""] | [""Sushrut nursing home operates as a General Surgeon Clinic"",""Has 1 doctor on staff"",""Dr. Balkrishna Patel serves as a General Surgeon on staff with 47 years of experience"",""Private hospital in Shahada, Nandurbar"",""Has operated for 10 years in healthcare"",""""]; Dental hospital compatible and fully equipped with latest technology for all dental procedures at affordable price. | [""dentistry"",""familyMedicine"",""dentistry"",""pediatricDentistry"",""oralAndMaxillofacialSurgery"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry""] | [""Offers all dental procedures""] | [""Equipped with latest dental technology for all dental procedures""] | [""Operates as a","[""https://www.justdial.com/Nandurbar/Dr-Pradeep-Jain-sushrut-Nursing-Home-Shahada/9999P2564-2564-170714105558-Q8K4_BZDET"",""https://www.doctormyfriend.com/ONCOPHYSICIAN.php"",""https://www.lybrate.com/nandurbar/clinic/sushrut-nursing-home-khetiya-road-6ed2"",""https://www.facebook.com/319446814830519"",""https://www.justdial.com/Nandurbar/Private-Hospitals/nct-10390288"",""https://www.facebook.com/184370112174364"",""https://www.medindia.net/directories/hospitals/sushrut-nursing-home-nandurbar-maharashtra-10779.htm"",null]; [""http://www.onefivenine.com/india/Listing/Town/hospitals/Nandurbar/Taloda"",""https://www.facebook.com/420205351395851"",""https://www.facebook.com/pateldentalclinic14/"",""https://www.pulsedental.in/"",""https://www.facebook.com/101126298737614"",""https://www.facebook.com/466959526691421"",null,null]; [""https://www.facebook.com/1465905797006505"",""https://www.facebook.com/p/Dr-Ahujas-mult"
